Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,checkpoint-u6qh,checkpoint-wwj4,checkpoint-75d5,branch-2gum,branch-dg21,branch-5lq7,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instruct_num,Spreadsheet: instruct_text,Spreadsheet: passage,Spreadsheet: line,Spreadsheet: line_text,Spreadsheet: probe,Spreadsheet: condition,Spreadsheet: condition_num,Spreadsheet: set,Spreadsheet: question_text,Spreadsheet: correct_response,Spreadsheet: response_a,Spreadsheet: response_b,Spreadsheet: response_c,Spreadsheet: response_d,Spreadsheet: response_e,Spreadsheet: ,Spreadsheet: __EMPTY,Spreadsheet: __EMPTY_1,Spreadsheet: __EMPTY_2,Manipulation: Spreadsheet
6,1735485017139,29/12/2024 15:10:17,1735513817139,8,30/12/2024 07:10:17,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,4,instr_passages,Text,zppu2h,1,response,space,5653.399999856949,5650.036999999997,5653.399999856949,5653.399999856949,5650.036999999997,5653.399999856949,1,5653.399999856949,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,4,"Additionally, while you are reading you will be randomly interrupted and asked “WERE YOU MIND WANDERING WHEN YOU READ THE PREVIOUS SENTENCE?"" You would have to choose either “Yes” or ""No"" by clicking on the appropriate option.<br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
7,1735485025218,29/12/2024 15:10:25,1735513825218,8,30/12/2024 07:10:25,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,5,instr_passages,Text,zppu2h,1,response,space,8082.463000000003,8066.606,8082.463000000003,8082.463000000003,8066.606,8082.463000000003,1,8082.463000000003,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,6,"This entire task is self-paced. Though of course you should try NOT TO go over the task's ending time of 20 minutes. So try to do the task all the way through instead of taking too many small breaks in between. The task isn't long, so you should be able to do it without taking any breaks. <br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
8,1735485026368,29/12/2024 15:10:26,1735513826368,8,30/12/2024 07:10:26,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,6,instr_passages,Text,zppu2h,1,response,space,1166.15699995232,1149.9540000000052,1166.15699995232,1166.15699995232,1149.9540000000052,1166.15699995232,1,1166.15699995232,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,7,Please press the space bar to start reading the first passage.,,,,,,,,,,,,,,,,,,,
9,1735485026844,29/12/2024 15:10:26,1735513826844,8,30/12/2024 07:10:26,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,1,passages,Sentences,3emlxf,1,response,space,492.60300004768214,483.3139999999985,492.60300004768214,492.60300004768214,483.3139999999985,492.60300004768214,1,492.60300004768214,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,0,Passage 1,0,Easy,2,1,,,,,,,,,,,,
10,1735485035676,29/12/2024 15:10:35,1735513835676,8,30/12/2024 07:10:35,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,2,passages,Sentences,3emlxf,1,response,space,8840.988999856949,8833.242999999995,8840.988999856949,8840.988999856949,8833.242999999995,8840.988999856949,1,8840.988999856949,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,1,Marketing is a business activity that directs the flow of goods and services from a producer to a consumer or user.,0,Easy,2,1,,,,,,,,,,,,
11,1735485044526,29/12/2024 15:10:44,1735513844526,8,30/12/2024 07:10:44,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,3,passages,Sentences,3emlxf,1,response,space,8857.245999856954,8849.90800000001,8857.245999856954,8857.245999856954,8849.90800000001,8857.245999856954,1,8857.245999856954,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,2,It is the link that connects producers and consumers and brings production and consumption together.,0,Easy,2,1,,,,,,,,,,,,
12,1735485053083,29/12/2024 15:10:53,1735513853083,8,30/12/2024 07:10:53,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,4,passages,Sentences,3emlxf,1,response,space,8565.037999904627,8549.657999999996,8565.037999904627,8565.037999904627,8549.657999999996,8565.037999904627,1,8565.037999904627,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,3,About one in every six employees is involved directly in wholesaling or retailing activities.,0,Easy,2,1,,,,,,,,,,,,
13,1735485056395,29/12/2024 15:10:56,1735513856395,8,30/12/2024 07:10:56,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,5,passages,Sentences,3emlxf,1,response,space,3326.779999999999,3316.797000000006,3326.779999999999,3326.779999999999,3316.797000000006,3326.779999999999,1,3326.779999999999,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,4,"This ratio does not take into account other employees who assist marketing through transportation, communication, and office jobs.",0,Easy,2,1,,,,,,,,,,,,
14,1735485057598,29/12/2024 15:10:57,1735513857598,8,30/12/2024 07:10:57,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,6,passages,Sentences,3emlxf,1,response,space,1212.8829998569418,1199.9519999999902,1212.8829998569418,1212.8829998569418,1199.9519999999902,1212.8829998569418,1,1212.8829998569418,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,5,Marketing provides many different kinds of jobs.,0,Easy,2,1,,,,,,,,,,,,
15,1735485058636,29/12/2024 15:10:58,1735513858636,8,30/12/2024 07:10:58,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,7,passages,Sentences,3emlxf,1,response,space,1051.7310000476864,1049.9579999999987,1051.7310000476864,1051.7310000476864,1049.9579999999987,1051.7310000476864,1,1051.7310000476864,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,6,These jobs require a wide range of skills and abilities.,0,Easy,2,1,,,,,,,,,,,,
16,1735485065743,29/12/2024 15:11:05,1735513865743,8,30/12/2024 07:11:05,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,8,passages,Sentences,3emlxf,1,response,space,7108.37299995232,7099.978000000003,7108.37299995232,7108.37299995232,7099.978000000003,7108.37299995232,1,7108.37299995232,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,7,"We usually think that the primary job in marketing is selling, but there are jobs in management, advertising, market and product research, and buying.",0,Easy,2,1,,,,,,,,,,,,
17,1735485071604,29/12/2024 15:11:11,1735513871604,8,30/12/2024 07:11:11,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,9,passages,Sentences,3emlxf,1,response,space,5869.394999952317,5866.432000000001,5869.394999952317,5869.394999952317,5866.432000000001,5869.394999952317,1,5869.394999952317,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,8,"The economic well-being of our country is determined largely by productivity, consumption, and employment.",1,Easy,2,1,,,,,,,,,,,,
18,1735485073883,29/12/2024 15:11:13,1735513873883,8,30/12/2024 07:11:13,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,1,probe,Thought probe,muxvwp,1,response,no,2281.762999904633,2266.839000000007,2281.762999904633,2281.762999904633,2266.839000000007,2281.762999904633,1,2281.762999904633,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
19,1735485076234,29/12/2024 15:11:16,1735513876234,8,30/12/2024 07:11:16,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,10,passages,Sentences,3emlxf,1,response,space,2365.923999904626,2349.905999999988,2365.923999904626,2365.923999904626,2349.905999999988,2365.923999904626,1,2365.923999904626,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,9,The efficiency of marketing affects all three.,0,Easy,2,1,,,,,,,,,,,,
20,1735485078916,29/12/2024 15:11:18,1735513878916,8,30/12/2024 07:11:18,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,11,passages,Sentences,3emlxf,1,response,space,2698.418000000005,2683.2260000000097,2698.418000000005,2698.418000000005,2683.2260000000097,2698.418000000005,1,2698.418000000005,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,10,People consume many goods if marketing creates a demand.,0,Easy,2,1,,,,,,,,,,,,
21,1735485082272,29/12/2024 15:11:22,1735513882272,8,30/12/2024 07:11:22,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,12,passages,Sentences,3emlxf,1,response,space,3371.1919999999955,3366.531999999992,3371.1919999999955,3371.1919999999955,3366.531999999992,3371.1919999999955,1,3371.1919999999955,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,11,"High consumption requires high productivity to meet the wants of people, and high productivity and high-level activity in marketing combined result in high employment.",1,Easy,2,1,,,,,,,,,,,,
22,1735485083971,29/12/2024 15:11:23,1735513883971,8,30/12/2024 07:11:23,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,2,probe,Thought probe,muxvwp,1,response,yes,1703.0599998569523,1700.1940000000031,1703.0599998569523,1703.0599998569523,1700.1940000000031,1703.0599998569523,1,1703.0599998569523,0,0,,Click Response,response,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,
23,1735485091370,29/12/2024 15:11:31,1735513891370,8,30/12/2024 07:11:31,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,13,passages,Sentences,3emlxf,1,response,space,7399.703999999998,7383.0380000000005,7399.703999999998,7399.703999999998,7383.0380000000005,7399.703999999998,1,7399.703999999998,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,12,Marketing is indirectly a key to a high economic level of living for the people.,0,Easy,2,1,,,,,,,,,,,,
24,1735485094851,29/12/2024 15:11:34,1735513894851,8,30/12/2024 07:11:34,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,1,instr_comprehension,Comprehension instruction,ki2jxw,1,response,space,3500.1219999999885,3483.455999999991,3500.1219999999885,3500.1219999999885,3483.455999999991,3500.1219999999885,1,3500.1219999999885,0,0,,Keyboard Response,Keyboard Response,2,object-78,instr_comprehension,,,,,,,,,,,,,,,,,,,,,
25,1735485097360,29/12/2024 15:11:37,1735513897360,8,30/12/2024 07:11:37,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,1,comprehension,Comprehension questions,ers3wv,1,response,c,2516.56600000005,2499.9000000000233,2516.56600000005,2516.56600000005,2499.9000000000233,2516.56600000005,1,2516.56600000005,0,0,,Click Response,response C,4,object-68,comprehension,,,1,1,,,,,,Our economic well-being is determined largely by how many factors?,c,One,Two,Three,Four,Five,,,,,
26,1735485111132,29/12/2024 15:11:51,1735513911132,8,30/12/2024 07:11:51,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,2,comprehension,Comprehension questions,ers3wv,1,response,d,13798.071999999986,13783.044999999984,13798.071999999986,13798.071999999986,13783.044999999984,13798.071999999986,1,13798.071999999986,0,0,,Click Response,response B,3,object-67,comprehension,,,1,2,,,,,,One major factor mentioned as affecting our economic well-being was,d,high wages,low interest rates,technology,employment,foreign trade,,,,,
27,1735485115717,29/12/2024 15:11:55,1735513915717,8,30/12/2024 07:11:55,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,3,comprehension,Comprehension questions,ers3wv,1,response,d,4600.078000000009,4583.412000000011,4600.078000000009,4600.078000000009,4583.412000000011,4600.078000000009,1,4600.078000000009,0,0,,Click Response,response D,5,object-69,comprehension,,,1,3,,,,,,The purpose of this passage is to,d,persuade,guide,evaluate,inform,interest,,,,,
28,1735485125752,29/12/2024 15:12:05,1735513925752,8,30/12/2024 07:12:05,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,4,comprehension,Comprehension questions,ers3wv,1,response,e,10049.860999999975,10033.194999999978,10049.860999999975,10049.860999999975,10033.194999999978,10049.860999999975,1,10049.860999999975,0,0,,Click Response,response E,6,object-70,comprehension,,,1,4,,,,,,The chief emphasis is on,e,defining marketing,principles of marketing,opportunities in marketing,kinds of jobs in marketing,the economic significance of marketing,,,,,
29,1735485126685,29/12/2024 15:12:06,1735513926685,8,30/12/2024 07:12:06,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,14,passages,Sentences,3emlxf,1,response,space,949.9619999999995,933.2960000000021,949.9619999999995,949.9619999999995,933.2960000000021,949.9619999999995,1,949.9619999999995,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,0,Passage 2,0,Easy,2,1,,,,,,,,,,,,
30,1735485134502,29/12/2024 15:12:14,1735513934502,8,30/12/2024 07:12:14,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,15,passages,Sentences,3emlxf,1,response,space,7833.2820000000065,7816.616000000009,7833.2820000000065,7833.2820000000065,7816.616000000009,7833.2820000000065,1,7833.2820000000065,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,1,The possibility of life on Mars is not dismissed even by skeptics.,0,Easy,2,1,,,,,,,,,,,,
31,1735485135761,29/12/2024 15:12:15,1735513935761,8,30/12/2024 07:12:15,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,16,passages,Sentences,3emlxf,1,response,space,1277.7080000476853,1266.616000000009,1277.7080000476853,1277.7080000476853,1266.616000000009,1277.7080000476853,1,1277.7080000476853,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,2,They seem to share our hope that it is true.,0,Easy,2,1,,,,,,,,,,,,
32,1735485138635,29/12/2024 15:12:18,1735513938635,8,30/12/2024 07:12:18,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,17,passages,Sentences,3emlxf,1,response,space,2884.5920000476763,2883.2179999999935,2884.5920000476763,2884.5920000476763,2883.2179999999935,2884.5920000476763,1,2884.5920000476763,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,3,"So, it was disappointing when scientists studied photos from the early Mariner space flights in the mid-1960's.",0,Easy,2,1,,,,,,,,,,,,
33,1735485140786,29/12/2024 15:12:20,1735513940786,8,30/12/2024 07:12:20,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,18,passages,Sentences,3emlxf,1,response,space,2152.4739999523154,2149.9139999999898,2152.4739999523154,2152.4739999523154,2149.9139999999898,2152.4739999523154,1,2152.4739999523154,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,4,"They saw no canals, no seas, and no busy Martian engineers.",0,Easy,2,1,,,,,,,,,,,,
34,1735485144011,29/12/2024 15:12:24,1735513944011,8,30/12/2024 07:12:24,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,19,passages,Sentences,3emlxf,1,response,space,3227.7600000000093,3216.8010000000068,3227.7600000000093,3227.7600000000093,3216.8010000000068,3227.7600000000093,1,3227.7600000000093,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,5,"They saw no dangerous, warlike Martians as huge as skyscrapers.",0,Easy,2,1,,,,,,,,,,,,
35,1735485145595,29/12/2024 15:12:25,1735513945595,8,30/12/2024 07:12:25,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,20,passages,Sentences,3emlxf,1,response,space,1594.3589998569514,1583.2699999999895,1594.3589998569514,1594.3589998569514,1583.2699999999895,1594.3589998569514,1,1594.3589998569514,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,6,"All they saw were mountains, craters, cold winds, and dust storms.",0,Easy,2,1,,,,,,,,,,,,
36,1735485149181,29/12/2024 15:12:29,1735513949181,8,30/12/2024 07:12:29,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,21,passages,Sentences,3emlxf,1,response,space,3597.2889999046456,3583.1900000000023,3597.2889999046456,3597.2889999046456,3583.1900000000023,3597.2889999046456,1,3597.2889999046456,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,7,It was almost as if scouts for Columbus had returned to Isabella’s court with the news that the world had turned out to be flat after all.,1,Easy,2,1,,,,,,,,,,,,
37,1735485150129,29/12/2024 15:12:30,1735513950129,8,30/12/2024 07:12:30,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,3,probe,Thought probe,muxvwp,1,response,no,962.298999952327,949.9619999999995,962.298999952327,962.298999952327,949.9619999999995,962.298999952327,1,962.298999952327,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
38,1735485157775,29/12/2024 15:12:37,1735513957775,8,30/12/2024 07:12:37,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,22,passages,Sentences,3emlxf,1,response,space,7658.237000047695,7649.956000000006,7658.237000047695,7658.237000047695,7649.956000000006,7658.237000047695,1,7658.237000047695,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,8,"Hopeful astronomers reminded us that the Mariner IV had photographed a mere one percent of the Martian surface from 2,000 miles away.",1,Easy,2,1,,,,,,,,,,,,
39,1735485159003,29/12/2024 15:12:39,1735513959003,8,30/12/2024 07:12:39,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,4,probe,Thought probe,muxvwp,1,response,no,1236.4809998569544,1233.2840000000142,1236.4809998569544,1236.4809998569544,1233.2840000000142,1236.4809998569544,1,1236.4809998569544,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
40,1735485160167,29/12/2024 15:12:40,1735513960167,8,30/12/2024 07:12:40,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,23,passages,Sentences,3emlxf,1,response,space,1166.6199999999953,1149.953999999998,1166.6199999999953,1166.6199999999953,1149.953999999998,1166.6199999999953,1,1166.6199999999953,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,9,"In addition, the photos were taken from 2,000 miles away.",0,Easy,2,1,,,,,,,,,,,,
41,1735485167172,29/12/2024 15:12:47,1735513967172,8,30/12/2024 07:12:47,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,24,passages,Sentences,3emlxf,1,response,space,7021.742999856942,7016.649000000005,7021.742999856942,7021.742999856942,7016.649000000005,7021.742999856942,1,7021.742999856942,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,10,"And they pointed out that the Earth-orbiting Tiros weather satellite shot over 20,000 pictures before uncovering any evidence of life on Earth.",1,Easy,2,1,,,,,,,,,,,,
42,1735485168055,29/12/2024 15:12:48,1735513968055,8,30/12/2024 07:12:48,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,5,probe,Thought probe,muxvwp,1,response,no,887.9939999523049,883.2979999999807,887.9939999523049,887.9939999523049,883.2979999999807,887.9939999523049,1,887.9939999523049,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
43,1735485170293,29/12/2024 15:12:50,1735513970293,8,30/12/2024 07:12:50,202242,3,task-wn3e,,42221104,BLIND,12326898,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,25,passages,Sentences,3emlxf,1,response,space,2243.4959999046405,2233.244000000006,2243.4959999046405,2243.4959999046405,2233.244000000006,2243.4959999046405,1,2243.4959999046405,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,11,"But still, public enthusiasm for Martian exploration wilted.",1,Easy,2,1,,,,,,,,,,,,
