Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,checkpoint-u6qh,checkpoint-wwj4,checkpoint-75d5,branch-2gum,branch-dg21,branch-5lq7,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instruct_num,Spreadsheet: instruct_text,Spreadsheet: passage,Spreadsheet: line,Spreadsheet: line_text,Spreadsheet: probe,Spreadsheet: condition,Spreadsheet: condition_num,Spreadsheet: set,Spreadsheet: question_text,Spreadsheet: correct_response,Spreadsheet: response_a,Spreadsheet: response_b,Spreadsheet: response_c,Spreadsheet: response_d,Spreadsheet: response_e,Spreadsheet: ,Spreadsheet: __EMPTY,Spreadsheet: __EMPTY_1,Spreadsheet: __EMPTY_2,Manipulation: Spreadsheet
65,1737397407720,20/01/2025 18:23:27,1737397407720,0,20/01/2025 18:23:27,202242,3,task-wn3e,,42607209,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,39,passages,Sentences,3emlxf,1,response,space,2463,2433,2463,2463,2433,2463,1,2463,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,11,His job was to see that the laws were carried out. ,0,Easy,2,1,,,,,,,,,,,,
66,1737397412748,20/01/2025 18:23:32,1737397412748,0,20/01/2025 18:23:32,202242,3,task-wn3e,,42607209,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,40,passages,Sentences,3emlxf,1,response,space,5059,5034,5059,5059,5034,5059,1,5059,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,12,This government at Jamestown was the first local government in America.,1,Easy,2,1,,,,,,,,,,,,
67,1737397414396,20/01/2025 18:23:34,1737397414396,0,20/01/2025 18:23:34,202242,3,task-wn3e,,42607209,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,9,probe,Thought probe,muxvwp,1,response,no,1672.0000000000582,1666,1672.0000000000582,1672.0000000000582,1666,1672.0000000000582,1,1672.0000000000582,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
68,1737397417770,20/01/2025 18:23:37,1737397417770,0,20/01/2025 18:23:37,202242,3,task-wn3e,,42607209,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,41,passages,Sentences,3emlxf,1,response,space,3380,3367,3380,3380,3367,3380,1,3380,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,13,"Today, local government is still the first and most important one in our lives. ",0,Easy,2,1,,,,,,,,,,,,
69,1737397420821,20/01/2025 18:23:40,1737397420821,0,20/01/2025 18:23:40,202242,3,task-wn3e,,42607209,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,42,passages,Sentences,3emlxf,1,response,space,3065,3033,3065,3065,3033,3065,1,3065,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,14,"It protects our lives, our safety, and our homes, and it helps to keep our environment clean.",1,Easy,2,1,,,,,,,,,,,,
70,1737397421880,20/01/2025 18:23:41,1737397421880,0,20/01/2025 18:23:41,202242,3,task-wn3e,,42607209,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,10,probe,Thought probe,muxvwp,1,response,no,1090,1067,1090,1090,1067,1090,1,1090,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
71,1737397424743,20/01/2025 18:23:44,1737397424743,0,20/01/2025 18:23:44,202242,3,task-wn3e,,42607209,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,43,passages,Sentences,3emlxf,1,response,space,2886,2867,2886,2886,2867,2886,1,2886,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,15,"Local government provides us with schools, libraries, and other important services.",0,Easy,2,1,,,,,,,,,,,,
72,1737397425764,20/01/2025 18:23:45,1737397425764,0,20/01/2025 18:23:45,202242,3,task-wn3e,,42607209,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,3,instr_comprehension,Comprehension instruction,ki2jxw,1,response,space,1040,1033,1040,1040,1033,1040,1,1040,0,0,,Keyboard Response,Keyboard Response,2,object-78,instr_comprehension,,,,,,,,,,,,,,,,,,,,,
73,1737397428916,20/01/2025 18:23:48,1737397428916,0,20/01/2025 18:23:48,202242,3,task-wn3e,,42607209,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,9,comprehension,Comprehension questions,ers3wv,1,response,d,3159,3133,3159,3159,3133,3159,1,3159,0,0,,Click Response,response A,2,object-66,comprehension,,,3,1,,,,,,The first colonial government was,d,tribal,city,county,local,federal,,,,,
74,1737397437298,20/01/2025 18:23:57,1737397437298,0,20/01/2025 18:23:57,202242,3,task-wn3e,,42607209,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,10,comprehension,Comprehension questions,ers3wv,1,response,c,8409,8400,8409,8409,8400,8409,1,8409,0,0,,Click Response,response C,4,object-68,comprehension,,,3,2,,,,,,The Jamestown colonists formed a government because of,c,pride,greed,necessity,togetherness,public spirit,,,,,
75,1737397444829,20/01/2025 18:24:04,1737397444829,0,20/01/2025 18:24:04,202242,3,task-wn3e,,42607209,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,11,comprehension,Comprehension questions,ers3wv,1,response,d,7539,7534,7539,7539,7534,7539,1,7539,0,0,,Click Response,response B,3,object-67,comprehension,,,3,3,,,,,,The best title for this selection would be,d,John Smith,The First Government,Jamestown,Local Government,American Government,,,,,
76,1737397451962,20/01/2025 18:24:11,1737397451962,0,20/01/2025 18:24:11,202242,3,task-wn3e,,42607209,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,12,comprehension,Comprehension questions,ers3wv,1,response,d,7139.000000000058,7133,7139.000000000058,7139.000000000058,7133,7139.000000000058,1,7139.000000000058,0,0,,Click Response,response D,5,object-69,comprehension,,,3,4,,,,,,The overall goal of local government seems to be public,d,regulation,wealth,growth,welfare,protection,,,,,
77,1737397455139,20/01/2025 18:24:15,1737397455139,0,20/01/2025 18:24:15,202242,3,task-wn3e,,42607209,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,44,passages,Sentences,3emlxf,1,response,space,3182,3167,3182,3182,3167,3182,1,3182,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,0,Passage 4,0,Easy,2,1,,,,,,,,,,,,
78,1737397461004,20/01/2025 18:24:21,1737397461004,0,20/01/2025 18:24:21,202242,3,task-wn3e,,42607209,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,45,passages,Sentences,3emlxf,1,response,space,5881,5866,5881,5881,5866,5881,1,5881,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,1,Random assignment is the key to experimental design.,0,Easy,2,1,,,,,,,,,,,,
79,1737397478224,20/01/2025 18:24:38,1737397478224,0,20/01/2025 18:24:38,202242,3,task-wn3e,,42607209,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,46,passages,Sentences,3emlxf,1,response,space,17235.00000000006,17234,17235.00000000006,17235.00000000006,17234,17235.00000000006,1,17235.00000000006,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,2,Random assignment insures that the results of experiments are not influenced by some extraneous variable.,0,Easy,2,1,,,,,,,,,,,,
80,1737397486122,20/01/2025 18:24:46,1737397486122,0,20/01/2025 18:24:46,202242,3,task-wn3e,,42607209,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,47,passages,Sentences,3emlxf,1,response,space,7899,7866,7899,7899,7866,7899,1,7899,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,3,An extraneous variable is one that is correlated with the variable under investigation.,0,Easy,2,1,,,,,,,,,,,,
81,1737397492212,20/01/2025 18:24:52,1737397492212,0,20/01/2025 18:24:52,202242,3,task-wn3e,,42607209,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,48,passages,Sentences,3emlxf,1,response,space,6123,6100,6123,6123,6100,6123,1,6123,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,4,"In contrast, correlational designs allow subjects to assign themselves to conditions.",0,Easy,2,1,,,,,,,,,,,,
82,1737397503328,20/01/2025 18:25:03,1737397503328,0,20/01/2025 18:25:03,202242,3,task-wn3e,,42607209,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,49,passages,Sentences,3emlxf,1,response,space,11139,11134,11139,11139,11134,11139,1,11139,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,5,"Thus, in the cancer studies as they have been done, only people who are four-pack-a-day smokers—by their own “choice”—get into a four-pack-a-day condition.",1,Easy,2,1,,,,,,,,,,,,
83,1737397504827,20/01/2025 18:25:04,1737397504827,0,20/01/2025 18:25:04,202242,3,task-wn3e,,42607209,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,11,probe,Thought probe,muxvwp,1,response,no,1504,1500,1504,1504,1500,1504,1,1504,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
84,1737397510717,20/01/2025 18:25:10,1737397510717,0,20/01/2025 18:25:10,202242,3,task-wn3e,,42607209,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,50,passages,Sentences,3emlxf,1,response,space,5894,5866,5894,5894,5866,5894,1,5894,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,6,"But, the factors that make people four-pack-a-day smokers must surely make them different from typical nonsmokers in other ways. ",0,Easy,2,1,,,,,,,,,,,,
85,1737397518708,20/01/2025 18:25:18,1737397518708,0,20/01/2025 18:25:18,202242,3,task-wn3e,,42607209,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,51,passages,Sentences,3emlxf,1,response,space,8018,8000,8018,8018,8000,8018,1,8018,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,7,"Hence the ambiguity of interpretation in correlational designs, and hence the virtue of experimental designs.",1,Easy,2,1,,,,,,,,,,,,
86,1737397520107,20/01/2025 18:25:20,1737397520107,0,20/01/2025 18:25:20,202242,3,task-wn3e,,42607209,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,12,probe,Thought probe,muxvwp,1,response,no,1418,1400,1418,1418,1400,1418,1,1418,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
87,1737397526247,20/01/2025 18:25:26,1737397526247,0,20/01/2025 18:25:26,202242,3,task-wn3e,,42607209,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,52,passages,Sentences,3emlxf,1,response,space,6158.000000000116,6134,6158.000000000116,6158.000000000116,6134,6158.000000000116,1,6158.000000000116,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,8,Differences among individual subjects cannot systematically confound the results if assignment to conditions is truly random.,0,Easy,2,1,,,,,,,,,,,,
88,1737397532132,20/01/2025 18:25:32,1737397532132,0,20/01/2025 18:25:32,202242,3,task-wn3e,,42607209,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,53,passages,Sentences,3emlxf,1,response,space,5909,5900,5909,5909,5900,5909,1,5909,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,9,"Put another way, the experimenter has under his control all the variables that can influence the results.",1,Easy,2,1,,,,,,,,,,,,
89,1737397533999,20/01/2025 18:25:33,1737397533999,0,20/01/2025 18:25:33,202242,3,task-wn3e,,42607209,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,13,probe,Thought probe,muxvwp,1,response,yes,1876,1866,1876,1876,1866,1876,1,1876,0,0,,Click Response,response,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,
90,1737397538659,20/01/2025 18:25:38,1737397538659,0,20/01/2025 18:25:38,202242,3,task-wn3e,,42607209,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,54,passages,Sentences,3emlxf,1,response,space,4670,4667,4670,4670,4667,4670,1,4670,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,10,It is another question as to whether they can exactly identify these variables. ,0,Easy,2,1,,,,,,,,,,,,
91,1737397555293,20/01/2025 18:25:55,1737397555293,0,20/01/2025 18:25:55,202242,3,task-wn3e,,42607209,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,55,passages,Sentences,3emlxf,1,response,space,16637,16633,16637,16637,16633,16637,1,16637,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,11,"Thus, the results from experimental designs are not entirely unambiguous, but they are less ambiguous than the results from correlational designs.",0,Easy,2,1,,,,,,,,,,,,
92,1737397556427,20/01/2025 18:25:56,1737397556427,0,20/01/2025 18:25:56,202242,3,task-wn3e,,42607209,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,4,instr_comprehension,Comprehension instruction,ki2jxw,1,response,space,1137,1134,1137,1137,1134,1137,1,1137,0,0,,Keyboard Response,Keyboard Response,2,object-78,instr_comprehension,,,,,,,,,,,,,,,,,,,,,
93,1737397562257,20/01/2025 18:26:02,1737397562257,0,20/01/2025 18:26:02,202242,3,task-wn3e,,42607209,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,13,comprehension,Comprehension questions,ers3wv,1,response,e,5833,5800,5833,5833,5800,5833,1,5833,0,0,,Click Response,response E,6,object-70,comprehension,,,4,1,,,,,,Specific mention is made of,e,psychogenesis,psychoynamics,psychobiology,psychotherapy,none of the above,,,,,
94,1737397567034,20/01/2025 18:26:07,1737397567034,0,20/01/2025 18:26:07,202242,3,task-wn3e,,42607209,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,14,comprehension,Comprehension questions,ers3wv,1,response,b,4811,4800,4811,4811,4800,4811,1,4811,0,0,,Click Response,response B,3,object-67,comprehension,,,4,2,,,,,,How many research design patterns were discussed?,b,One only,Two,Three,Four,Five,,,,,
95,1737397583128,20/01/2025 18:26:23,1737397583128,0,20/01/2025 18:26:23,202242,3,task-wn3e,,42607209,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,15,comprehension,Comprehension questions,ers3wv,1,response,a,16104,16100,16104,16104,16100,16104,1,16104,0,0,,Click Response,response E,6,object-70,comprehension,,,4,3,,,,,,"As used in this passage, the phrase put another way means",a,rephrasing,enumeration,using details,reasoning,illustration,,,,,
96,1737397592492,20/01/2025 18:26:32,1737397592492,0,20/01/2025 18:26:32,202242,3,task-wn3e,,42607209,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,16,comprehension,Comprehension questions,ers3wv,1,response,e,9370,9368,9370,9370,9368,9370,1,9370,0,0,,Click Response,response E,6,object-70,comprehension,,,4,4,,,,,,In this passage the authors imply that heavy smoking is probably caused by,e,tension,nervousness,habit,social pressure,all the above and more,,,,,
97,1737397594086,20/01/2025 18:26:34,1737397594086,0,20/01/2025 18:26:34,202242,3,task-wn3e,,42607209,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,1,finish,Thank you,xuq6te,1,continue,,1595,1565,1595,1595,1565,1595,1,1595,0,0,,Click To Continue,Continue Button,2,object-75,finish,,,,,,,,,,,,,,,,,,,,,
98,1737397594093,20/01/2025 18:26:34,1737397594093,0,20/01/2025 18:26:34,202242,3,task-wn3e,,42607209,BLIND,12428612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1710x1107,1710x989,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,,,,,,info,END,,,625683,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1737739932317,24/01/2025 17:32:12,1737739932317,0,24/01/2025 17:32:12,202242,3,task-wn3e,,42717204,BLIND,12460212,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1440x768,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1737739934088,24/01/2025 17:32:14,1737739934088,0,24/01/2025 17:32:14,202242,3,task-wn3e,,42717204,BLIND,12460212,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1440x768,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,1,start,Welcome,vo3k26,1,continue,,2920,2912,2920,2920,2912,2920,1,2920,0,0,,Click To Continue,Continue Button,2,object-14,start,,,,,,,,,,,,,,,,,,,,,
3,1737739944543,24/01/2025 17:32:24,1737739944543,0,24/01/2025 17:32:24,202242,3,task-wn3e,,42717204,BLIND,12460212,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1440x768,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,1,instr_passages,Text,zppu2h,1,response,space,10463,10450,10463,10463,10450,10463,1,10463,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,1,"TASK INSTRUCTIONS - PLEASE READ CAREFULLY!

The goal of this study is to learn how mind wandering affects how you learn information during reading. <br><br> Mind wandering is a term used to describe what occurs when your attention wanders from a task.
 Sometimes when your mind wanders, you begin thinking about personal events or concerns rather than your task. At other times, your mind can wander because you are bored or tired and you don’t really know what you’re thinking about; all you know is that you are no longer thinking about your task.
<br><br>
Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
4,1737739954441,24/01/2025 17:32:34,1737739954441,0,24/01/2025 17:32:34,202242,3,task-wn3e,,42717204,BLIND,12460212,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1440x768,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,2,instr_passages,Text,zppu2h,1,response,space,9912,9900,9912,9912,9900,9912,1,9912,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,2,"In this task, you will read 4 passages and answer reading comprehension questions for each passage. <br><br> THE PASSAGES WILL BE PRESENTED IN A SENTENCE-BY-SENTENCE FASHION. PLEASE READ THE SENTENCES AT YOUR NORMAL READING PACE. ONCE YOU HAVE FINISHED READING ONE SENTENCE, PRESS THE SPACE BAR TO MOVE ON TO THE NEXT SENTENCE. Once you've read the sentence you MAY NOT GO BACK.<br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
5,1737739961135,24/01/2025 17:32:41,1737739961135,0,24/01/2025 17:32:41,202242,3,task-wn3e,,42717204,BLIND,12460212,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1440x768,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,3,instr_passages,Text,zppu2h,1,response,space,6706,6700,6706,6706,6700,6706,1,6706,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,3,"THE SET OF READING COMPREHENSION QUESTIONS FOR THAT PARTICULAR PASSAGE YOU’VE FINISHED READING WILL APPEAR AFTER EACH PASSAGE, not all together at the end. Like the sentences, once you've answered the questions you MAY NOT GO BACK TO CHANGE YOUR ANSWER.
<br><br> 
Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
6,1737739966015,24/01/2025 17:32:46,1737739966015,0,24/01/2025 17:32:46,202242,3,task-wn3e,,42717204,BLIND,12460212,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1440x768,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,4,instr_passages,Text,zppu2h,1,response,space,4886,4883,4886,4886,4883,4886,1,4886,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,4,"Additionally, while you are reading you will be randomly interrupted and asked “WERE YOU MIND WANDERING WHEN YOU READ THE PREVIOUS SENTENCE?"" You would have to choose either “Yes” or ""No"" by clicking on the appropriate option.<br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
7,1737739974849,24/01/2025 17:32:54,1737739974849,0,24/01/2025 17:32:54,202242,3,task-wn3e,,42717204,BLIND,12460212,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1440x768,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,5,instr_passages,Text,zppu2h,1,response,space,8838,8833,8838,8838,8833,8838,1,8838,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,6,"This entire task is self-paced. Though of course you should try NOT TO go over the task's ending time of 20 minutes. So try to do the task all the way through instead of taking too many small breaks in between. The task isn't long, so you should be able to do it without taking any breaks. <br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
8,1737739976110,24/01/2025 17:32:56,1737739976110,0,24/01/2025 17:32:56,202242,3,task-wn3e,,42717204,BLIND,12460212,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1440x768,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,6,instr_passages,Text,zppu2h,1,response,space,1265,1250,1265,1265,1250,1265,1,1265,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,7,Please press the space bar to start reading the first passage.,,,,,,,,,,,,,,,,,,,
