origID,order,trial,response,mw_response,mw_intent,condition
12533378,Physical first,5,On Task,0,NA,Physical
12533378,Physical first,6,Unintentional,1,0,Physical
12533378,Physical first,7,Unintentional,1,0,Physical
12533378,Physical first,8,Unintentional,1,0,Physical
12533378,Physical first,9,Unintentional,1,0,Physical
12533378,Physical first,10,Unintentional,1,0,Physical
12533378,Physical first,11,On Task,0,NA,Physical
12533378,Physical first,12,Unintentional,1,0,Physical
12533378,Physical first,13,On Task,0,NA,Physical
12533378,Physical first,14,Unintentional,1,0,Physical
12533378,Physical first,1,Unintentional,1,0,Digital
12533378,Physical first,2,On Task,0,NA,Digital
12533378,Physical first,3,On Task,0,NA,Digital
12533378,Physical first,4,Unintentional,1,0,Digital
12533378,Physical first,5,Unintentional,1,0,Digital
12533378,Physical first,6,On Task,0,NA,Digital
12533378,Physical first,7,On Task,0,NA,Digital
12533378,Physical first,8,On Task,0,NA,Digital
12533378,Physical first,9,Unintentional,1,0,Digital
12533378,Physical first,10,Unintentional,1,0,Digital
12533378,Physical first,11,Unintentional,1,0,Digital
12533378,Physical first,12,Unintentional,1,0,Digital
12533378,Physical first,13,Unintentional,1,0,Digital
12533359,Physical first,1,On Task,0,NA,Physical
12533359,Physical first,2,On Task,0,NA,Physical
12533359,Physical first,3,On Task,0,NA,Physical
12533359,Physical first,4,On Task,0,NA,Physical
12533359,Physical first,5,Unintentional,1,0,Physical
12533359,Physical first,6,Unintentional,1,0,Physical
12533359,Physical first,7,Unintentional,1,0,Physical
12533359,Physical first,8,On Task,0,NA,Physical
12533359,Physical first,9,On Task,0,NA,Physical
12533359,Physical first,10,On Task,0,NA,Physical
12533359,Physical first,11,Unintentional,1,0,Physical
12533359,Physical first,12,Unintentional,1,0,Physical
12533359,Physical first,13,Unintentional,1,0,Physical
12533359,Physical first,1,Unintentional,1,0,Digital
12533359,Physical first,2,Unintentional,1,0,Digital
12533359,Physical first,3,On Task,0,NA,Digital
12533359,Physical first,4,On Task,0,NA,Digital
12533359,Physical first,5,Unintentional,1,0,Digital
12533359,Physical first,6,Unintentional,1,0,Digital
12533359,Physical first,7,Unintentional,1,0,Digital
12533359,Physical first,8,Unintentional,1,0,Digital
12533359,Physical first,9,Unintentional,1,0,Digital
12533359,Physical first,10,On Task,0,NA,Digital
12533359,Physical first,11,On Task,0,NA,Digital
12533359,Physical first,12,Unintentional,1,0,Digital
12533359,Physical first,13,On Task,0,NA,Digital
12533359,Physical first,14,Intentional,1,1,Digital
12533365,Physical first,1,On Task,0,NA,Physical
12533365,Physical first,2,On Task,0,NA,Physical
12533365,Physical first,3,On Task,0,NA,Physical
12533365,Physical first,4,On Task,0,NA,Physical
12533365,Physical first,5,On Task,0,NA,Physical
12533365,Physical first,6,On Task,0,NA,Physical
12533365,Physical first,7,On Task,0,NA,Physical
12533365,Physical first,8,On Task,0,NA,Physical
12533365,Physical first,9,On Task,0,NA,Physical
12533365,Physical first,10,On Task,0,NA,Physical
12533365,Physical first,11,On Task,0,NA,Physical
12533365,Physical first,12,On Task,0,NA,Physical
12533365,Physical first,13,On Task,0,NA,Physical
12533365,Physical first,1,On Task,0,NA,Digital
12533365,Physical first,2,On Task,0,NA,Digital
12533365,Physical first,3,On Task,0,NA,Digital
12533365,Physical first,4,On Task,0,NA,Digital
12533365,Physical first,5,On Task,0,NA,Digital
12533365,Physical first,6,On Task,0,NA,Digital
12533365,Physical first,7,On Task,0,NA,Digital
12533365,Physical first,8,On Task,0,NA,Digital
12533365,Physical first,9,On Task,0,NA,Digital
12533365,Physical first,10,On Task,0,NA,Digital
12533365,Physical first,11,On Task,0,NA,Digital
12533365,Physical first,12,On Task,0,NA,Digital
12533365,Physical first,13,On Task,0,NA,Digital
12533365,Physical first,14,On Task,0,NA,Digital
12533368,Physical first,1,On Task,0,NA,Physical
12533368,Physical first,2,On Task,0,NA,Physical
12533368,Physical first,3,On Task,0,NA,Physical
12533368,Physical first,4,Unintentional,1,0,Physical
12533368,Physical first,5,On Task,0,NA,Physical
12533368,Physical first,6,On Task,0,NA,Physical
12533368,Physical first,7,On Task,0,NA,Physical
12533368,Physical first,8,On Task,0,NA,Physical
12533368,Physical first,9,On Task,0,NA,Physical
12533368,Physical first,10,Intentional,1,1,Physical
12533368,Physical first,11,On Task,0,NA,Physical
12533368,Physical first,12,On Task,0,NA,Physical
12533368,Physical first,13,Unintentional,1,0,Physical
12533368,Physical first,1,On Task,0,NA,Digital
12533368,Physical first,2,On Task,0,NA,Digital
12533368,Physical first,3,Unintentional,1,0,Digital
12533368,Physical first,4,On Task,0,NA,Digital
12533368,Physical first,5,On Task,0,NA,Digital
12533368,Physical first,6,On Task,0,NA,Digital
12533368,Physical first,7,On Task,0,NA,Digital
12533368,Physical first,8,On Task,0,NA,Digital
12533368,Physical first,9,On Task,0,NA,Digital
12533368,Physical first,10,On Task,0,NA,Digital
12533368,Physical first,11,On Task,0,NA,Digital
12533368,Physical first,12,On Task,0,NA,Digital
12533368,Physical first,13,On Task,0,NA,Digital
12533368,Physical first,14,On Task,0,NA,Digital
12533372,Physical first,1,On Task,0,NA,Physical
12533372,Physical first,2,On Task,0,NA,Physical
12533372,Physical first,3,On Task,0,NA,Physical
12533372,Physical first,4,On Task,0,NA,Physical
12533372,Physical first,5,On Task,0,NA,Physical
