Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-tloe,branch-b7np,randomiser-oo54,randomiser-5zfx,randomiser-rrwr,randomiser-39gv,branch-m511,quota-so7f,quota-bi7i,branch-k46k,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instruct_num,Spreadsheet: instruct_text,Spreadsheet: passage,Spreadsheet: line,Spreadsheet: line_text,Spreadsheet: probe,Spreadsheet: condition,Spreadsheet: condition_num,Spreadsheet: set,Spreadsheet: question_text,Spreadsheet: correct_response,Spreadsheet: response_a,Spreadsheet: response_b,Spreadsheet: response_c,Spreadsheet: response_d,Spreadsheet: response_e,Spreadsheet: ,Spreadsheet: __EMPTY,Spreadsheet: __EMPTY_1,Spreadsheet: __EMPTY_2,Manipulation: Spreadsheet
7,1705951737596,22/01/2024 19:28:57,1705951737596,0,22/01/2024 19:28:57,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,5,instr_passages,Text,zppu2h,1,response,,9021.599999999999,9016.799999999996,9021.599999999999,9021.599999999999,9016.799999999996,9021.599999999999,1,9021.599999999999,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,6,"This entire task is self-paced. Though of course you should try NOT TO go over the task's ending time of 20 minutes. So try to do the task all the way through instead of taking too many small breaks in between. The task isn't long, so you should be able to do it without taking any breaks. <br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
8,1705951738560,22/01/2024 19:28:58,1705951738560,0,22/01/2024 19:28:58,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,6,instr_passages,Text,zppu2h,1,response,,967.8999999999942,950.6999999999971,967.8999999999942,967.8999999999942,950.6999999999971,967.8999999999942,1,967.8999999999942,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,7,Please press the space bar to start reading the first passage.,,,,,,,,,,,,,,,,,,,
9,1705951739500,22/01/2024 19:28:59,1705951739500,0,22/01/2024 19:28:59,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,1,passages,Sentences,3emlxf,1,response,,958.1000000000058,949.8000000000029,958.1000000000058,958.1000000000058,949.8000000000029,958.1000000000058,1,958.1000000000058,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,0,Passage 1,0,Easy,2,1,,,,,,,,,,,,
10,1705951747197,22/01/2024 19:29:07,1705951747197,0,22/01/2024 19:29:07,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,2,passages,Sentences,3emlxf,1,response,,7704.700000000375,7700.300000000003,7704.700000000375,7704.700000000375,7700.300000000003,7704.700000000375,1,7704.700000000375,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,1,Marketing is a business activity that directs the flow of goods and services from a producer to a consumer or user.,0,Easy,2,1,,,,,,,,,,,,
11,1705951753347,22/01/2024 19:29:13,1705951753347,0,22/01/2024 19:29:13,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,3,passages,Sentences,3emlxf,1,response,,6155.0999999996275,6150.199999999997,6155.0999999996275,6155.0999999996275,6150.199999999997,6155.0999999996275,1,6155.0999999996275,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,2,It is the link that connects producers and consumers and brings production and consumption together.,0,Easy,2,1,,,,,,,,,,,,
12,1705951756550,22/01/2024 19:29:16,1705951756550,0,22/01/2024 19:29:16,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,4,passages,Sentences,3emlxf,1,response,,3207.8999999996304,3200.199999999997,3207.8999999996304,3207.8999999996304,3200.199999999997,3207.8999999996304,1,3207.8999999996304,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,3,About one in every six employees is involved directly in wholesaling or retailing activities.,0,Easy,2,1,,,,,,,,,,,,
13,1705951762107,22/01/2024 19:29:22,1705951762107,0,22/01/2024 19:29:22,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,5,passages,Sentences,3emlxf,1,response,,5565.400000000751,5550.600000000006,5565.400000000751,5565.400000000751,5550.600000000006,5565.400000000751,1,5565.400000000751,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,4,"This ratio does not take into account other employees who assist marketing through transportation, communication, and office jobs.",0,Easy,2,1,,,,,,,,,,,,
14,1705951763496,22/01/2024 19:29:23,1705951763496,0,22/01/2024 19:29:23,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,6,passages,Sentences,3emlxf,1,response,,1403.5999999996275,1399.6000000000058,1403.5999999996275,1403.5999999996275,1399.6000000000058,1403.5999999996275,1,1403.5999999996275,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,5,Marketing provides many different kinds of jobs.,0,Easy,2,1,,,,,,,,,,,,
15,1705951765372,22/01/2024 19:29:25,1705951765372,0,22/01/2024 19:29:25,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,7,passages,Sentences,3emlxf,1,response,,1879.8000000003667,1866.7999999999884,1879.8000000003667,1879.8000000003667,1866.7999999999884,1879.8000000003667,1,1879.8000000003667,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,6,These jobs require a wide range of skills and abilities.,0,Easy,2,1,,,,,,,,,,,,
16,1705951769814,22/01/2024 19:29:29,1705951769814,0,22/01/2024 19:29:29,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,8,passages,Sentences,3emlxf,1,response,,4455.299999999261,4450.700000000012,4455.299999999261,4455.299999999261,4450.700000000012,4455.299999999261,1,4455.299999999261,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,7,"We usually think that the primary job in marketing is selling, but there are jobs in management, advertising, market and product research, and buying.",0,Easy,2,1,,,,,,,,,,,,
17,1705951773425,22/01/2024 19:29:33,1705951773425,0,22/01/2024 19:29:33,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,9,passages,Sentences,3emlxf,1,response,,3615.3000000003667,3600.2999999999884,3615.3000000003667,3615.3000000003667,3600.2999999999884,3615.3000000003667,1,3615.3000000003667,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,8,"The economic well-being of our country is determined largely by productivity, consumption, and employment.",1,Easy,2,1,,,,,,,,,,,,
18,1705951775780,22/01/2024 19:29:35,1705951775780,0,22/01/2024 19:29:35,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,1,probe,Thought probe,muxvwp,1,response,no,2370.5000000003783,2366.800000000003,2370.5000000003783,2370.5000000003783,2366.800000000003,2370.5000000003783,1,2370.5000000003783,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
19,1705951778059,22/01/2024 19:29:38,1705951778059,0,22/01/2024 19:29:38,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,10,passages,Sentences,3emlxf,1,response,,2281.999999999258,2266.600000000006,2281.999999999258,2281.999999999258,2266.600000000006,2281.999999999258,1,2281.999999999258,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,9,The efficiency of marketing affects all three.,0,Easy,2,1,,,,,,,,,,,,
20,1705951782726,22/01/2024 19:29:42,1705951782726,0,22/01/2024 19:29:42,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,11,passages,Sentences,3emlxf,1,response,,4682.299999999625,4666.800000000003,4682.299999999625,4682.299999999625,4666.800000000003,4682.299999999625,1,4682.299999999625,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,10,People consume many goods if marketing creates a demand.,0,Easy,2,1,,,,,,,,,,,,
21,1705951791531,22/01/2024 19:29:51,1705951791531,0,22/01/2024 19:29:51,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,12,passages,Sentences,3emlxf,1,response,,8821.300000000367,8816.899999999994,8821.300000000367,8821.300000000367,8816.899999999994,8821.300000000367,1,8821.300000000367,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,11,"High consumption requires high productivity to meet the wants of people, and high productivity and high-level activity in marketing combined result in high employment.",1,Easy,2,1,,,,,,,,,,,,
22,1705951794035,22/01/2024 19:29:54,1705951794035,0,22/01/2024 19:29:54,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,2,probe,Thought probe,muxvwp,1,response,yes,2508,2500.300000000003,2508,2508,2500.300000000003,2508,1,2508,0,0,,Click Response,response,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,
23,1705951798299,22/01/2024 19:29:58,1705951798299,0,22/01/2024 19:29:58,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,13,passages,Sentences,3emlxf,1,response,,4271.500000000742,4267.300000000003,4271.500000000742,4271.500000000742,4267.300000000003,4271.500000000742,1,4271.500000000742,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,12,Marketing is indirectly a key to a high economic level of living for the people.,0,Easy,2,1,,,,,,,,,,,,
24,1705951802550,22/01/2024 19:30:02,1705951802550,0,22/01/2024 19:30:02,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,1,instr_comprehension,Comprehension instruction,ki2jxw,1,response,,4255.599999999249,4250.100000000006,4255.599999999249,4255.599999999249,4250.100000000006,4255.599999999249,1,4255.599999999249,0,0,,Keyboard Response,Keyboard Response,2,object-78,instr_comprehension,,,,,,,,,,,,,,,,,,,,,
25,1705951807503,22/01/2024 19:30:07,1705951807503,0,22/01/2024 19:30:07,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,1,comprehension,Comprehension questions,ers3wv,1,response,c,4956.299999999988,4950,4956.299999999988,4956.299999999988,4950,4956.299999999988,1,4956.299999999988,0,0,,Click Response,response C,4,object-68,comprehension,,,1,1,,,,,,Our economic well-being is determined largely by how many factors?,c,One,Two,Three,Four,Five,,,,,
26,1705951818546,22/01/2024 19:30:18,1705951818546,0,22/01/2024 19:30:18,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,2,comprehension,Comprehension questions,ers3wv,1,response,d,11050.600000000006,11034,11050.600000000006,11050.600000000006,11034,11050.600000000006,1,11050.600000000006,0,0,,Click Response,response D,5,object-69,comprehension,,,1,2,,,,,,One major factor mentioned as affecting our economic well-being was,d,high wages,low interest rates,technology,employment,foreign trade,,,,,
27,1705951824696,22/01/2024 19:30:24,1705951824696,0,22/01/2024 19:30:24,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,3,comprehension,Comprehension questions,ers3wv,1,response,d,6166.799999999988,6150.299999999988,6166.799999999988,6166.799999999988,6150.299999999988,6166.799999999988,1,6166.799999999988,0,0,,Click Response,response D,5,object-69,comprehension,,,1,3,,,,,,The purpose of this passage is to,d,persuade,guide,evaluate,inform,interest,,,,,
28,1705951835295,22/01/2024 19:30:35,1705951835295,0,22/01/2024 19:30:35,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,4,comprehension,Comprehension questions,ers3wv,1,response,e,10615.800000000745,10600.700000000012,10615.800000000745,10615.800000000745,10600.700000000012,10615.800000000745,1,10615.800000000745,0,0,,Click Response,response B,3,object-67,comprehension,,,1,4,,,,,,The chief emphasis is on,e,defining marketing,principles of marketing,opportunities in marketing,kinds of jobs in marketing,the economic significance of marketing,,,,,
29,1705951836302,22/01/2024 19:30:36,1705951836302,0,22/01/2024 19:30:36,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,14,passages,Sentences,3emlxf,1,response,,1022.2000000003609,1016.8999999999942,1022.2000000003609,1022.2000000003609,1016.8999999999942,1022.2000000003609,1,1022.2000000003609,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,0,Passage 2,0,Easy,2,1,,,,,,,,,,,,
30,1705951839541,22/01/2024 19:30:39,1705951839541,0,22/01/2024 19:30:39,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,15,passages,Sentences,3emlxf,1,response,,3243.8000000003667,3233.600000000006,3243.8000000003667,3243.8000000003667,3233.600000000006,3243.8000000003667,1,3243.8000000003667,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,1,The possibility of life on Mars is not dismissed even by skeptics.,0,Easy,2,1,,,,,,,,,,,,
31,1705951841164,22/01/2024 19:30:41,1705951841164,0,22/01/2024 19:30:41,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,16,passages,Sentences,3emlxf,1,response,,1633.200000000361,1617,1633.200000000361,1633.200000000361,1617,1633.200000000361,1,1633.200000000361,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,2,They seem to share our hope that it is true.,0,Easy,2,1,,,,,,,,,,,,
32,1705951844546,22/01/2024 19:30:44,1705951844546,0,22/01/2024 19:30:44,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,17,passages,Sentences,3emlxf,1,response,,3398.899999999616,3383.0999999999767,3398.899999999616,3398.899999999616,3383.0999999999767,3398.899999999616,1,3398.899999999616,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,3,"So, it was disappointing when scientists studied photos from the early Mariner space flights in the mid-1960's.",0,Easy,2,1,,,,,,,,,,,,
33,1705951846723,22/01/2024 19:30:46,1705951846723,0,22/01/2024 19:30:46,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,18,passages,Sentences,3emlxf,1,response,,2192.3999999992666,2183.7000000000116,2192.3999999992666,2192.3999999992666,2183.7000000000116,2192.3999999992666,1,2192.3999999992666,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,4,"They saw no canals, no seas, and no busy Martian engineers.",0,Easy,2,1,,,,,,,,,,,,
34,1705951848935,22/01/2024 19:30:48,1705951848935,0,22/01/2024 19:30:48,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,19,passages,Sentences,3emlxf,1,response,,2220.9000000003725,2216.7000000000116,2220.9000000003725,2220.9000000003725,2216.7000000000116,2220.9000000003725,1,2220.9000000003725,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,5,"They saw no dangerous, warlike Martians as huge as skyscrapers.",0,Easy,2,1,,,,,,,,,,,,
35,1705951851069,22/01/2024 19:30:51,1705951851069,0,22/01/2024 19:30:51,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,20,passages,Sentences,3emlxf,1,response,,2137.700000000361,2133.5,2137.700000000361,2137.700000000361,2133.5,2137.700000000361,1,2137.700000000361,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,6,"All they saw were mountains, craters, cold winds, and dust storms.",0,Easy,2,1,,,,,,,,,,,,
36,1705951855842,22/01/2024 19:30:55,1705951855842,0,22/01/2024 19:30:55,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,21,passages,Sentences,3emlxf,1,response,,4777.100000000733,4766.899999999994,4777.100000000733,4777.100000000733,4766.899999999994,4777.100000000733,1,4777.100000000733,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,7,It was almost as if scouts for Columbus had returned to Isabella’s court with the news that the world had turned out to be flat after all.,1,Easy,2,1,,,,,,,,,,,,
37,1705951858457,22/01/2024 19:30:58,1705951858457,0,22/01/2024 19:30:58,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,3,probe,Thought probe,muxvwp,1,response,no,2625.4999999996217,2616.5,2625.4999999996217,2625.4999999996217,2616.5,2625.4999999996217,1,2625.4999999996217,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
38,1705951865028,22/01/2024 19:31:05,1705951865028,0,22/01/2024 19:31:05,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,22,passages,Sentences,3emlxf,1,response,,6579.700000000739,6567.399999999994,6579.700000000739,6579.700000000739,6567.399999999994,6579.700000000739,1,6579.700000000739,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,8,"Hopeful astronomers reminded us that the Mariner IV had photographed a mere one percent of the Martian surface from 2,000 miles away.",1,Easy,2,1,,,,,,,,,,,,
39,1705951867639,22/01/2024 19:31:07,1705951867639,0,22/01/2024 19:31:07,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,4,probe,Thought probe,muxvwp,1,response,no,2624.0999999996275,2616.399999999994,2624.0999999996275,2624.0999999996275,2616.399999999994,2624.0999999996275,1,2624.0999999996275,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
40,1705951869390,22/01/2024 19:31:09,1705951869390,0,22/01/2024 19:31:09,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,23,passages,Sentences,3emlxf,1,response,,1757.7999999992608,1750.2000000000116,1757.7999999992608,1757.7999999992608,1750.2000000000116,1757.7999999992608,1,1757.7999999992608,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,9,"In addition, the photos were taken from 2,000 miles away.",0,Easy,2,1,,,,,,,,,,,,
41,1705951874448,22/01/2024 19:31:14,1705951874448,0,22/01/2024 19:31:14,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,24,passages,Sentences,3emlxf,1,response,,5065.599999999249,5050.799999999988,5065.599999999249,5065.599999999249,5050.799999999988,5065.599999999249,1,5065.599999999249,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,10,"And they pointed out that the Earth-orbiting Tiros weather satellite shot over 20,000 pictures before uncovering any evidence of life on Earth.",1,Easy,2,1,,,,,,,,,,,,
42,1705951876358,22/01/2024 19:31:16,1705951876358,0,22/01/2024 19:31:16,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,5,probe,Thought probe,muxvwp,1,response,yes,1924.7999999992608,1916.3000000000175,1924.7999999992608,1924.7999999992608,1916.3000000000175,1924.7999999992608,1,1924.7999999992608,0,0,,Click Response,response,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,
43,1705951879373,22/01/2024 19:31:19,1705951879373,0,22/01/2024 19:31:19,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,25,passages,Sentences,3emlxf,1,response,,3024.200000000361,3017.1999999999825,3024.200000000361,3024.200000000361,3017.1999999999825,3024.200000000361,1,3024.200000000361,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,11,"But still, public enthusiasm for Martian exploration wilted.",1,Easy,2,1,,,,,,,,,,,,
44,1705951880966,22/01/2024 19:31:20,1705951880966,0,22/01/2024 19:31:20,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,6,probe,Thought probe,muxvwp,1,response,no,1599.5,1583.1000000000058,1599.5,1599.5,1583.1000000000058,1599.5,1,1599.5,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
45,1705951883611,22/01/2024 19:31:23,1705951883611,0,22/01/2024 19:31:23,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,26,passages,Sentences,3emlxf,1,response,,2661.199999999255,2650.399999999994,2661.199999999255,2661.199999999255,2650.399999999994,2661.199999999255,1,2661.199999999255,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,12,Few people seemed to care about life on Mars by the time Viking I landed on the Plain of Chrise in August.,0,Easy,2,1,,,,,,,,,,,,
46,1705951897950,22/01/2024 19:31:37,1705951897950,0,22/01/2024 19:31:37,155541,10,task-7qhb,,34390116,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Mind wandering task,5,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,set1_easy,27,passages,Sentences,3emlxf,1,response,,14350.40000000075,14334.399999999994,14350.40000000075,14350.40000000075,14334.399999999994,14350.40000000075,1,14350.40000000075,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,13,"One Viking scientist, J. Richard Keefe, said that he was “disgusted” at the “blasé...apathetic” public response and the skimpy television coverage of one of the most magnificent scientific and technical accomplishments in human history.",0,Easy,2,1,,,,,,,,,,,,
