Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-tloe,branch-b7np,randomiser-oo54,randomiser-5zfx,randomiser-rrwr,randomiser-39gv,branch-m511,quota-so7f,quota-bi7i,branch-k46k,Randomise questionnaire elements?,Question Key,Response
43,1705155977826,13/01/2024 14:26:17,1705155977452,0,13/01/2024 14:26:17,155541,10,questionnaire-mf58,,34187204,BLIND,10098034,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1441x605,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,daily_newspaper-quantised,5
44,1705155977826,13/01/2024 14:26:17,1705155977452,0,13/01/2024 14:26:17,155541,10,questionnaire-mf58,,34187204,BLIND,10098034,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1441x605,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,sunday_newspaper,Never
45,1705155977826,13/01/2024 14:26:17,1705155977452,0,13/01/2024 14:26:17,155541,10,questionnaire-mf58,,34187204,BLIND,10098034,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1441x605,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,sunday_newspaper-quantised,5
46,1705155977826,13/01/2024 14:26:17,1705155977453,0,13/01/2024 14:26:17,155541,10,questionnaire-mf58,,34187204,BLIND,10098034,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1441x605,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,171876
1,1705243440846,14/01/2024 14:44:00,1705243440760,0,14/01/2024 14:44:00,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1050x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1705243548558,14/01/2024 14:45:48,1705243548534,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,attitude_school,3
3,1705243548640,14/01/2024 14:45:48,1705243548536,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,attitude_school-quantised,4
4,1705243548640,14/01/2024 14:45:48,1705243548536,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,difficulty_reading,0
5,1705243548640,14/01/2024 14:45:48,1705243548536,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,difficulty_reading-quantised,1
6,1705243548640,14/01/2024 14:45:48,1705243548537,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,help_reading,No help
7,1705243548640,14/01/2024 14:45:48,1705243548537,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,help_reading-quantised,1
8,1705243548640,14/01/2024 14:45:48,1705243548537,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,reverse,2
9,1705243548640,14/01/2024 14:45:48,1705243548537,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,reverse-quantised,3
10,1705243548640,14/01/2024 14:45:48,1705243548537,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,diffiuclty_names,1
11,1705243548640,14/01/2024 14:45:48,1705243548538,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,diffiuclty_names-quantised,2
12,1705243548640,14/01/2024 14:45:48,1705243548538,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,compare_reading,2 average
13,1705243548640,14/01/2024 14:45:48,1705243548538,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,compare_reading-quantised,3
14,1705243548640,14/01/2024 14:45:48,1705243548539,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,struggle_schoolwork,Less than most
15,1705243548640,14/01/2024 14:45:48,1705243548539,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,struggle_schoolwork-quantised,2
16,1705243548640,14/01/2024 14:45:48,1705243548539,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,struggle_EnglishClass,1
17,1705243548640,14/01/2024 14:45:48,1705243548539,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,struggle_EnglishClass-quantised,2
18,1705243548640,14/01/2024 14:45:48,1705243548540,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,attitude_reading,1
19,1705243548640,14/01/2024 14:45:48,1705243548540,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,attitude_reading-quantised,2
20,1705243548640,14/01/2024 14:45:48,1705243548540,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,reading_pleasure,2
21,1705243548640,14/01/2024 14:45:48,1705243548541,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,reading_pleasure-quantised,3
22,1705243548640,14/01/2024 14:45:48,1705243548541,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,reading_speed,2 average
23,1705243548740,14/01/2024 14:45:48,1705243548541,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,reading_speed-quantised,3
24,1705243548740,14/01/2024 14:45:48,1705243548542,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,reading_work,2
25,1705243548740,14/01/2024 14:45:48,1705243548542,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,reading_work-quantised,3
26,1705243548740,14/01/2024 14:45:48,1705243548542,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,learning_spelling,2
27,1705243548740,14/01/2024 14:45:48,1705243548543,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,learning_spelling-quantised,3
28,1705243548740,14/01/2024 14:45:48,1705243548543,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,compare_spelling,1
29,1705243548740,14/01/2024 14:45:48,1705243548544,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,compare_spelling-quantised,2
30,1705243548740,14/01/2024 14:45:48,1705243548544,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,remember_names,0
31,1705243548740,14/01/2024 14:45:48,1705243548544,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,remember_names-quantised,1
32,1705243548740,14/01/2024 14:45:48,1705243548545,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,remember_address,2
33,1705243548740,14/01/2024 14:45:48,1705243548545,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,remember_address-quantised,3
34,1705243548740,14/01/2024 14:45:48,1705243548546,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,remember_instructions,2
35,1705243548740,14/01/2024 14:45:48,1705243548546,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,remember_instructions-quantised,3
36,1705243548740,14/01/2024 14:45:48,1705243548546,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,currently_reverse,0
37,1705243548740,14/01/2024 14:45:48,1705243548547,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,currently_reverse-quantised,1
38,1705243548740,14/01/2024 14:45:48,1705243548547,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,books_read,1-2
39,1705243548740,14/01/2024 14:45:48,1705243548548,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,books_read-quantised,4
40,1705243548740,14/01/2024 14:45:48,1705243548548,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,magazines_read,None
41,1705243548740,14/01/2024 14:45:48,1705243548549,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,magazines_read-quantised,5
42,1705243548740,14/01/2024 14:45:48,1705243548550,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,daily_newspaper,Never
43,1705243548805,14/01/2024 14:45:48,1705243548550,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,daily_newspaper-quantised,5
44,1705243548805,14/01/2024 14:45:48,1705243548551,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,sunday_newspaper,Never
45,1705243548805,14/01/2024 14:45:48,1705243548552,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,sunday_newspaper-quantised,5
46,1705243548805,14/01/2024 14:45:48,1705243548552,0,14/01/2024 14:45:48,155541,10,questionnaire-mf58,,34197551,BLIND,10101878,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1098x732,1035x618,,,,Adult Reading History Questionnaire,1,,control,,,,set 1,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,107792
1,1705252751159,14/01/2024 17:19:11,1705252751026,0,14/01/2024 17:19:11,155541,10,questionnaire-mf58,,34200562,BLIND,10102711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1024x1366,1366x917,,,,Adult Reading History Questionnaire,1,,multiple,,,set 1,,Neurodiverse,,ACCEPT,Neurodiverse,No,BEGIN QUESTIONNAIRE,
2,1705252908996,14/01/2024 17:21:48,1705252908943,0,14/01/2024 17:21:48,155541,10,questionnaire-mf58,,34200562,BLIND,10102711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1024x1366,1366x917,,,,Adult Reading History Questionnaire,1,,multiple,,,set 1,,Neurodiverse,,ACCEPT,Neurodiverse,No,attitude_school,1
3,1705252909096,14/01/2024 17:21:49,1705252908945,0,14/01/2024 17:21:48,155541,10,questionnaire-mf58,,34200562,BLIND,10102711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1024x1366,1366x917,,,,Adult Reading History Questionnaire,1,,multiple,,,set 1,,Neurodiverse,,ACCEPT,Neurodiverse,No,attitude_school-quantised,2
4,1705252909096,14/01/2024 17:21:49,1705252908945,0,14/01/2024 17:21:48,155541,10,questionnaire-mf58,,34200562,BLIND,10102711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1024x1366,1366x917,,,,Adult Reading History Questionnaire,1,,multiple,,,set 1,,Neurodiverse,,ACCEPT,Neurodiverse,No,difficulty_reading,3
5,1705252909096,14/01/2024 17:21:49,1705252908945,0,14/01/2024 17:21:48,155541,10,questionnaire-mf58,,34200562,BLIND,10102711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1024x1366,1366x917,,,,Adult Reading History Questionnaire,1,,multiple,,,set 1,,Neurodiverse,,ACCEPT,Neurodiverse,No,difficulty_reading-quantised,4
6,1705252909096,14/01/2024 17:21:49,1705252908945,0,14/01/2024 17:21:48,155541,10,questionnaire-mf58,,34200562,BLIND,10102711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1024x1366,1366x917,,,,Adult Reading History Questionnaire,1,,multiple,,,set 1,,Neurodiverse,,ACCEPT,Neurodiverse,No,help_reading,Tutors or special class for 2 or more years
7,1705252909096,14/01/2024 17:21:49,1705252908945,0,14/01/2024 17:21:48,155541,10,questionnaire-mf58,,34200562,BLIND,10102711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1024x1366,1366x917,,,,Adult Reading History Questionnaire,1,,multiple,,,set 1,,Neurodiverse,,ACCEPT,Neurodiverse,No,help_reading-quantised,5
8,1705252909096,14/01/2024 17:21:49,1705252908945,0,14/01/2024 17:21:48,155541,10,questionnaire-mf58,,34200562,BLIND,10102711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1024x1366,1366x917,,,,Adult Reading History Questionnaire,1,,multiple,,,set 1,,Neurodiverse,,ACCEPT,Neurodiverse,No,reverse,4
9,1705252909096,14/01/2024 17:21:49,1705252908946,0,14/01/2024 17:21:48,155541,10,questionnaire-mf58,,34200562,BLIND,10102711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1024x1366,1366x917,,,,Adult Reading History Questionnaire,1,,multiple,,,set 1,,Neurodiverse,,ACCEPT,Neurodiverse,No,reverse-quantised,5
10,1705252909096,14/01/2024 17:21:49,1705252908946,0,14/01/2024 17:21:48,155541,10,questionnaire-mf58,,34200562,BLIND,10102711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1024x1366,1366x917,,,,Adult Reading History Questionnaire,1,,multiple,,,set 1,,Neurodiverse,,ACCEPT,Neurodiverse,No,diffiuclty_names,4
11,1705252909096,14/01/2024 17:21:49,1705252908946,0,14/01/2024 17:21:48,155541,10,questionnaire-mf58,,34200562,BLIND,10102711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1024x1366,1366x917,,,,Adult Reading History Questionnaire,1,,multiple,,,set 1,,Neurodiverse,,ACCEPT,Neurodiverse,No,diffiuclty_names-quantised,5
12,1705252909096,14/01/2024 17:21:49,1705252908946,0,14/01/2024 17:21:48,155541,10,questionnaire-mf58,,34200562,BLIND,10102711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1024x1366,1366x917,,,,Adult Reading History Questionnaire,1,,multiple,,,set 1,,Neurodiverse,,ACCEPT,Neurodiverse,No,compare_reading,4
13,1705252909096,14/01/2024 17:21:49,1705252908946,0,14/01/2024 17:21:48,155541,10,questionnaire-mf58,,34200562,BLIND,10102711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1024x1366,1366x917,,,,Adult Reading History Questionnaire,1,,multiple,,,set 1,,Neurodiverse,,ACCEPT,Neurodiverse,No,compare_reading-quantised,5
14,1705252909096,14/01/2024 17:21:49,1705252908946,0,14/01/2024 17:21:48,155541,10,questionnaire-mf58,,34200562,BLIND,10102711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1024x1366,1366x917,,,,Adult Reading History Questionnaire,1,,multiple,,,set 1,,Neurodiverse,,ACCEPT,Neurodiverse,No,struggle_schoolwork,Much more than most
15,1705252909096,14/01/2024 17:21:49,1705252908946,0,14/01/2024 17:21:48,155541,10,questionnaire-mf58,,34200562,BLIND,10102711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1024x1366,1366x917,,,,Adult Reading History Questionnaire,1,,multiple,,,set 1,,Neurodiverse,,ACCEPT,Neurodiverse,No,struggle_schoolwork-quantised,5
16,1705252909096,14/01/2024 17:21:49,1705252908946,0,14/01/2024 17:21:48,155541,10,questionnaire-mf58,,34200562,BLIND,10102711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1024x1366,1366x917,,,,Adult Reading History Questionnaire,1,,multiple,,,set 1,,Neurodiverse,,ACCEPT,Neurodiverse,No,struggle_EnglishClass,3
17,1705252909096,14/01/2024 17:21:49,1705252908946,0,14/01/2024 17:21:48,155541,10,questionnaire-mf58,,34200562,BLIND,10102711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1024x1366,1366x917,,,,Adult Reading History Questionnaire,1,,multiple,,,set 1,,Neurodiverse,,ACCEPT,Neurodiverse,No,struggle_EnglishClass-quantised,4
18,1705252909096,14/01/2024 17:21:49,1705252908946,0,14/01/2024 17:21:48,155541,10,questionnaire-mf58,,34200562,BLIND,10102711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1024x1366,1366x917,,,,Adult Reading History Questionnaire,1,,multiple,,,set 1,,Neurodiverse,,ACCEPT,Neurodiverse,No,attitude_reading,3
19,1705252909096,14/01/2024 17:21:49,1705252908946,0,14/01/2024 17:21:48,155541,10,questionnaire-mf58,,34200562,BLIND,10102711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1024x1366,1366x917,,,,Adult Reading History Questionnaire,1,,multiple,,,set 1,,Neurodiverse,,ACCEPT,Neurodiverse,No,attitude_reading-quantised,4
20,1705252909096,14/01/2024 17:21:49,1705252908947,0,14/01/2024 17:21:48,155541,10,questionnaire-mf58,,34200562,BLIND,10102711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1024x1366,1366x917,,,,Adult Reading History Questionnaire,1,,multiple,,,set 1,,Neurodiverse,,ACCEPT,Neurodiverse,No,reading_pleasure,1
21,1705252909096,14/01/2024 17:21:49,1705252908947,0,14/01/2024 17:21:48,155541,10,questionnaire-mf58,,34200562,BLIND,10102711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1024x1366,1366x917,,,,Adult Reading History Questionnaire,1,,multiple,,,set 1,,Neurodiverse,,ACCEPT,Neurodiverse,No,reading_pleasure-quantised,2
22,1705252909096,14/01/2024 17:21:49,1705252908947,0,14/01/2024 17:21:48,155541,10,questionnaire-mf58,,34200562,BLIND,10102711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1024x1366,1366x917,,,,Adult Reading History Questionnaire,1,,multiple,,,set 1,,Neurodiverse,,ACCEPT,Neurodiverse,No,reading_speed,4
23,1705252909167,14/01/2024 17:21:49,1705252908947,0,14/01/2024 17:21:48,155541,10,questionnaire-mf58,,34200562,BLIND,10102711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1024x1366,1366x917,,,,Adult Reading History Questionnaire,1,,multiple,,,set 1,,Neurodiverse,,ACCEPT,Neurodiverse,No,reading_speed-quantised,5
24,1705252909167,14/01/2024 17:21:49,1705252908947,0,14/01/2024 17:21:48,155541,10,questionnaire-mf58,,34200562,BLIND,10102711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1024x1366,1366x917,,,,Adult Reading History Questionnaire,1,,multiple,,,set 1,,Neurodiverse,,ACCEPT,Neurodiverse,No,reading_work,1
25,1705252909167,14/01/2024 17:21:49,1705252908947,0,14/01/2024 17:21:48,155541,10,questionnaire-mf58,,34200562,BLIND,10102711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1024x1366,1366x917,,,,Adult Reading History Questionnaire,1,,multiple,,,set 1,,Neurodiverse,,ACCEPT,Neurodiverse,No,reading_work-quantised,2
