Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,checkpoint-u6qh,checkpoint-wwj4,checkpoint-75d5,branch-2gum,branch-dg21,branch-5lq7,Randomise questionnaire elements?,Question Key,Response
4,1735826862572,02/01/2025 14:07:42,1735826862363,0,02/01/2025 14:07:42,202242,3,questionnaire-7oy7,,42249017,BLIND,12334989,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,1440x900,1440x820,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender-quantised,1
5,1735826862572,02/01/2025 14:07:42,1735826862363,0,02/01/2025 14:07:42,202242,3,questionnaire-7oy7,,42249017,BLIND,12334989,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,1440x900,1440x820,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender-text,
6,1735826862572,02/01/2025 14:07:42,1735826862363,0,02/01/2025 14:07:42,202242,3,questionnaire-7oy7,,42249017,BLIND,12334989,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,1440x900,1440x820,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,categorical_hand,Right
7,1735826862572,02/01/2025 14:07:42,1735826862363,0,02/01/2025 14:07:42,202242,3,questionnaire-7oy7,,42249017,BLIND,12334989,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,1440x900,1440x820,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,categorical_hand-quantised,2
8,1735826862572,02/01/2025 14:07:42,1735826862363,0,02/01/2025 14:07:42,202242,3,questionnaire-7oy7,,42249017,BLIND,12334989,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,1440x900,1440x820,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Education,Yes
9,1735826862572,02/01/2025 14:07:42,1735826862363,0,02/01/2025 14:07:42,202242,3,questionnaire-7oy7,,42249017,BLIND,12334989,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,1440x900,1440x820,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Education-quantised,1
10,1735826862572,02/01/2025 14:07:42,1735826862363,0,02/01/2025 14:07:42,202242,3,questionnaire-7oy7,,42249017,BLIND,12334989,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,1440x900,1440x820,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual,Yes
11,1735826862572,02/01/2025 14:07:42,1735826862363,0,02/01/2025 14:07:42,202242,3,questionnaire-7oy7,,42249017,BLIND,12334989,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,1440x900,1440x820,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual-quantised,1
12,1735826862572,02/01/2025 14:07:42,1735826862363,0,02/01/2025 14:07:42,202242,3,questionnaire-7oy7,,42249017,BLIND,12334989,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,1440x900,1440x820,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual-text,
13,1735826862572,02/01/2025 14:07:42,1735826862363,0,02/01/2025 14:07:42,202242,3,questionnaire-7oy7,,42249017,BLIND,12334989,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,1440x900,1440x820,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,17230
1,1736078629383,05/01/2025 12:03:49,1736078710248,0,05/01/2025 12:05:10,202242,3,questionnaire-7oy7,,42280073,BLIND,12342870,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1280x800,1280x712,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1736078643006,05/01/2025 12:04:03,1736078723925,0,05/01/2025 12:05:23,202242,3,questionnaire-7oy7,,42280073,BLIND,12342870,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1280x800,1280x712,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Age,20
3,1736078643092,05/01/2025 12:04:03,1736078723927,0,05/01/2025 12:05:23,202242,3,questionnaire-7oy7,,42280073,BLIND,12342870,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1280x800,1280x712,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender,Man
4,1736078643092,05/01/2025 12:04:03,1736078723927,0,05/01/2025 12:05:23,202242,3,questionnaire-7oy7,,42280073,BLIND,12342870,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1280x800,1280x712,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender-quantised,1
5,1736078643092,05/01/2025 12:04:03,1736078723927,0,05/01/2025 12:05:23,202242,3,questionnaire-7oy7,,42280073,BLIND,12342870,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1280x800,1280x712,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender-text,
6,1736078643092,05/01/2025 12:04:03,1736078723927,0,05/01/2025 12:05:23,202242,3,questionnaire-7oy7,,42280073,BLIND,12342870,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1280x800,1280x712,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,categorical_hand,Right
7,1736078643092,05/01/2025 12:04:03,1736078723927,0,05/01/2025 12:05:23,202242,3,questionnaire-7oy7,,42280073,BLIND,12342870,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1280x800,1280x712,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,categorical_hand-quantised,2
8,1736078643092,05/01/2025 12:04:03,1736078723927,0,05/01/2025 12:05:23,202242,3,questionnaire-7oy7,,42280073,BLIND,12342870,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1280x800,1280x712,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Education,Yes
9,1736078643092,05/01/2025 12:04:03,1736078723927,0,05/01/2025 12:05:23,202242,3,questionnaire-7oy7,,42280073,BLIND,12342870,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1280x800,1280x712,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Education-quantised,1
10,1736078643092,05/01/2025 12:04:03,1736078723927,0,05/01/2025 12:05:23,202242,3,questionnaire-7oy7,,42280073,BLIND,12342870,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1280x800,1280x712,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual,Yes
11,1736078643092,05/01/2025 12:04:03,1736078723927,0,05/01/2025 12:05:23,202242,3,questionnaire-7oy7,,42280073,BLIND,12342870,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1280x800,1280x712,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual-quantised,1
12,1736078643092,05/01/2025 12:04:03,1736078723927,0,05/01/2025 12:05:23,202242,3,questionnaire-7oy7,,42280073,BLIND,12342870,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1280x800,1280x712,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual-text,
13,1736078643092,05/01/2025 12:04:03,1736078723928,0,05/01/2025 12:05:23,202242,3,questionnaire-7oy7,,42280073,BLIND,12342870,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1280x800,1280x712,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,13680
1,1736274759532,07/01/2025 18:32:39,1736274759481,0,07/01/2025 18:32:39,202242,3,questionnaire-7oy7,,42320803,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1736274774773,07/01/2025 18:32:54,1736274774744,0,07/01/2025 18:32:54,202242,3,questionnaire-7oy7,,42320803,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Age,18
3,1736274774839,07/01/2025 18:32:54,1736274774745,0,07/01/2025 18:32:54,202242,3,questionnaire-7oy7,,42320803,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender,Woman
4,1736274774839,07/01/2025 18:32:54,1736274774745,0,07/01/2025 18:32:54,202242,3,questionnaire-7oy7,,42320803,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender-quantised,2
5,1736274774839,07/01/2025 18:32:54,1736274774745,0,07/01/2025 18:32:54,202242,3,questionnaire-7oy7,,42320803,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender-text,
6,1736274774839,07/01/2025 18:32:54,1736274774745,0,07/01/2025 18:32:54,202242,3,questionnaire-7oy7,,42320803,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,categorical_hand,Left
7,1736274774839,07/01/2025 18:32:54,1736274774746,0,07/01/2025 18:32:54,202242,3,questionnaire-7oy7,,42320803,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,categorical_hand-quantised,1
8,1736274774839,07/01/2025 18:32:54,1736274774746,0,07/01/2025 18:32:54,202242,3,questionnaire-7oy7,,42320803,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Education,Yes
9,1736274774839,07/01/2025 18:32:54,1736274774746,0,07/01/2025 18:32:54,202242,3,questionnaire-7oy7,,42320803,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Education-quantised,1
10,1736274774839,07/01/2025 18:32:54,1736274774746,0,07/01/2025 18:32:54,202242,3,questionnaire-7oy7,,42320803,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual,Yes
11,1736274774839,07/01/2025 18:32:54,1736274774746,0,07/01/2025 18:32:54,202242,3,questionnaire-7oy7,,42320803,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual-quantised,1
12,1736274774839,07/01/2025 18:32:54,1736274774746,0,07/01/2025 18:32:54,202242,3,questionnaire-7oy7,,42320803,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual-text,
13,1736274774839,07/01/2025 18:32:54,1736274774746,0,07/01/2025 18:32:54,202242,3,questionnaire-7oy7,,42320803,BLIND,12354173,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x839,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,15265
1,1736383756485,09/01/2025 00:49:16,1736383756347,0,09/01/2025 00:49:16,202242,3,questionnaire-7oy7,,42353309,BLIND,12361735,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x917,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1736383773978,09/01/2025 00:49:33,1736383773886,0,09/01/2025 00:49:33,202242,3,questionnaire-7oy7,,42353309,BLIND,12361735,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x917,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Age,19
3,1736383774044,09/01/2025 00:49:34,1736383773889,0,09/01/2025 00:49:33,202242,3,questionnaire-7oy7,,42353309,BLIND,12361735,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x917,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender,Woman
4,1736383774044,09/01/2025 00:49:34,1736383773889,0,09/01/2025 00:49:33,202242,3,questionnaire-7oy7,,42353309,BLIND,12361735,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x917,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender-quantised,2
5,1736383774044,09/01/2025 00:49:34,1736383773889,0,09/01/2025 00:49:33,202242,3,questionnaire-7oy7,,42353309,BLIND,12361735,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x917,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender-text,
6,1736383774044,09/01/2025 00:49:34,1736383773889,0,09/01/2025 00:49:33,202242,3,questionnaire-7oy7,,42353309,BLIND,12361735,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x917,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,categorical_hand,Right
7,1736383774044,09/01/2025 00:49:34,1736383773889,0,09/01/2025 00:49:33,202242,3,questionnaire-7oy7,,42353309,BLIND,12361735,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x917,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,categorical_hand-quantised,2
8,1736383774044,09/01/2025 00:49:34,1736383773889,0,09/01/2025 00:49:33,202242,3,questionnaire-7oy7,,42353309,BLIND,12361735,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x917,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Education,Yes
9,1736383774044,09/01/2025 00:49:34,1736383773889,0,09/01/2025 00:49:33,202242,3,questionnaire-7oy7,,42353309,BLIND,12361735,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x917,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Education-quantised,1
10,1736383774044,09/01/2025 00:49:34,1736383773889,0,09/01/2025 00:49:33,202242,3,questionnaire-7oy7,,42353309,BLIND,12361735,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x917,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual,Yes
11,1736383774044,09/01/2025 00:49:34,1736383773889,0,09/01/2025 00:49:33,202242,3,questionnaire-7oy7,,42353309,BLIND,12361735,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x917,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual-quantised,1
12,1736383774044,09/01/2025 00:49:34,1736383773889,0,09/01/2025 00:49:33,202242,3,questionnaire-7oy7,,42353309,BLIND,12361735,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x917,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual-text,
13,1736383774044,09/01/2025 00:49:34,1736383773889,0,09/01/2025 00:49:33,202242,3,questionnaire-7oy7,,42353309,BLIND,12361735,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1366x917,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,17542
1,1736703169522,12/01/2025 17:32:49,1736703167296,0,12/01/2025 17:32:47,202242,3,questionnaire-7oy7,,42429922,BLIND,12380707,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1494x934,1486x808,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1736703188736,12/01/2025 17:33:08,1736703186559,0,12/01/2025 17:33:06,202242,3,questionnaire-7oy7,,42429922,BLIND,12380707,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1494x934,1486x808,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Age,18
3,1736703188819,12/01/2025 17:33:08,1736703186560,0,12/01/2025 17:33:06,202242,3,questionnaire-7oy7,,42429922,BLIND,12380707,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1494x934,1486x808,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender,Woman
4,1736703188819,12/01/2025 17:33:08,1736703186560,0,12/01/2025 17:33:06,202242,3,questionnaire-7oy7,,42429922,BLIND,12380707,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1494x934,1486x808,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender-quantised,2
5,1736703188819,12/01/2025 17:33:08,1736703186560,0,12/01/2025 17:33:06,202242,3,questionnaire-7oy7,,42429922,BLIND,12380707,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1494x934,1486x808,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender-text,
6,1736703188819,12/01/2025 17:33:08,1736703186560,0,12/01/2025 17:33:06,202242,3,questionnaire-7oy7,,42429922,BLIND,12380707,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1494x934,1486x808,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,categorical_hand,Right
7,1736703188819,12/01/2025 17:33:08,1736703186560,0,12/01/2025 17:33:06,202242,3,questionnaire-7oy7,,42429922,BLIND,12380707,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1494x934,1486x808,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,categorical_hand-quantised,2
8,1736703188819,12/01/2025 17:33:08,1736703186560,0,12/01/2025 17:33:06,202242,3,questionnaire-7oy7,,42429922,BLIND,12380707,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1494x934,1486x808,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Education,Yes
9,1736703188819,12/01/2025 17:33:08,1736703186560,0,12/01/2025 17:33:06,202242,3,questionnaire-7oy7,,42429922,BLIND,12380707,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1494x934,1486x808,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Education-quantised,1
10,1736703188819,12/01/2025 17:33:08,1736703186560,0,12/01/2025 17:33:06,202242,3,questionnaire-7oy7,,42429922,BLIND,12380707,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1494x934,1486x808,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual,Yes
11,1736703188819,12/01/2025 17:33:08,1736703186560,0,12/01/2025 17:33:06,202242,3,questionnaire-7oy7,,42429922,BLIND,12380707,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1494x934,1486x808,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual-quantised,1
12,1736703188819,12/01/2025 17:33:08,1736703186560,0,12/01/2025 17:33:06,202242,3,questionnaire-7oy7,,42429922,BLIND,12380707,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1494x934,1486x808,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual-text,
13,1736703188819,12/01/2025 17:33:08,1736703186560,0,12/01/2025 17:33:06,202242,3,questionnaire-7oy7,,42429922,BLIND,12380707,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1494x934,1486x808,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,19264
1,1736704807893,12/01/2025 18:00:07,1736704805872,0,12/01/2025 18:00:05,202242,3,questionnaire-7oy7,,42430233,BLIND,12380832,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x585,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1736704827876,12/01/2025 18:00:27,1736704825773,0,12/01/2025 18:00:25,202242,3,questionnaire-7oy7,,42430233,BLIND,12380832,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1263x585,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Age,18
3,1736704827921,12/01/2025 18:00:27,1736704825776,0,12/01/2025 18:00:25,202242,3,questionnaire-7oy7,,42430233,BLIND,12380832,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1263x585,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender,Woman
4,1736704827921,12/01/2025 18:00:27,1736704825776,0,12/01/2025 18:00:25,202242,3,questionnaire-7oy7,,42430233,BLIND,12380832,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1263x585,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender-quantised,2
5,1736704827921,12/01/2025 18:00:27,1736704825776,0,12/01/2025 18:00:25,202242,3,questionnaire-7oy7,,42430233,BLIND,12380832,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1263x585,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender-text,
6,1736704827921,12/01/2025 18:00:27,1736704825776,0,12/01/2025 18:00:25,202242,3,questionnaire-7oy7,,42430233,BLIND,12380832,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1263x585,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,categorical_hand,Right
7,1736704827921,12/01/2025 18:00:27,1736704825776,0,12/01/2025 18:00:25,202242,3,questionnaire-7oy7,,42430233,BLIND,12380832,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1263x585,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,categorical_hand-quantised,2
8,1736704827921,12/01/2025 18:00:27,1736704825777,0,12/01/2025 18:00:25,202242,3,questionnaire-7oy7,,42430233,BLIND,12380832,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1263x585,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Education,Yes
9,1736704827921,12/01/2025 18:00:27,1736704825777,0,12/01/2025 18:00:25,202242,3,questionnaire-7oy7,,42430233,BLIND,12380832,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1263x585,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Education-quantised,1
