Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Manipulation: Randomise questionnaire elements?,Question Key,Response,randomiser-mq2e,branch-s3b7,branch-dgjt
17,1753265224515,23/07/2025 10:07,1753265224230,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 8 -quantised,2,probe_selfreport,Eligible,Voucher
18,1753265224515,23/07/2025 10:07,1753265224230,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 9 ,Slightly Disagree,probe_selfreport,Eligible,Voucher
19,1753265224515,23/07/2025 10:07,1753265224230,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 9 -quantised,3,probe_selfreport,Eligible,Voucher
20,1753265224515,23/07/2025 10:07,1753265224230,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 10 ,Slightly Agree,probe_selfreport,Eligible,Voucher
21,1753265224515,23/07/2025 10:07,1753265224231,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 10 -quantised,2,probe_selfreport,Eligible,Voucher
22,1753265224515,23/07/2025 10:07,1753265224231,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 11 ,Slightly Agree,probe_selfreport,Eligible,Voucher
23,1753265224602,23/07/2025 10:07,1753265224231,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 11 -quantised,2,probe_selfreport,Eligible,Voucher
24,1753265224602,23/07/2025 10:07,1753265224231,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 12 ,Slightly Agree,probe_selfreport,Eligible,Voucher
25,1753265224602,23/07/2025 10:07,1753265224231,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 12 -quantised,2,probe_selfreport,Eligible,Voucher
26,1753265224602,23/07/2025 10:07,1753265224231,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 13 ,Slightly Agree,probe_selfreport,Eligible,Voucher
27,1753265224602,23/07/2025 10:07,1753265224231,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 13 -quantised,2,probe_selfreport,Eligible,Voucher
28,1753265224602,23/07/2025 10:07,1753265224232,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 14 ,Slightly Disagree,probe_selfreport,Eligible,Voucher
29,1753265224602,23/07/2025 10:07,1753265224232,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 14 -quantised,3,probe_selfreport,Eligible,Voucher
30,1753265224602,23/07/2025 10:07,1753265224232,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 15 ,Slightly Disagree,probe_selfreport,Eligible,Voucher
31,1753265224602,23/07/2025 10:07,1753265224232,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 15 -quantised,3,probe_selfreport,Eligible,Voucher
32,1753265224602,23/07/2025 10:07,1753265224232,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 16,Definitely Agree,probe_selfreport,Eligible,Voucher
33,1753265224602,23/07/2025 10:07,1753265224232,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 16-quantised,1,probe_selfreport,Eligible,Voucher
34,1753265224602,23/07/2025 10:07,1753265224232,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 17,Definitely Agree,probe_selfreport,Eligible,Voucher
35,1753265224602,23/07/2025 10:07,1753265224232,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 17-quantised,1,probe_selfreport,Eligible,Voucher
36,1753265224602,23/07/2025 10:07,1753265224233,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 18,Definitely Agree,probe_selfreport,Eligible,Voucher
37,1753265224602,23/07/2025 10:07,1753265224233,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 18-quantised,1,probe_selfreport,Eligible,Voucher
38,1753265224602,23/07/2025 10:07,1753265224233,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 19 ,Slightly Disagree,probe_selfreport,Eligible,Voucher
39,1753265224602,23/07/2025 10:07,1753265224233,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 19 -quantised,3,probe_selfreport,Eligible,Voucher
40,1753265224602,23/07/2025 10:07,1753265224233,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 20,Slightly Agree,probe_selfreport,Eligible,Voucher
41,1753265224602,23/07/2025 10:07,1753265224233,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 20-quantised,2,probe_selfreport,Eligible,Voucher
42,1753265224602,23/07/2025 10:07,1753265224233,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 21,Slightly Disagree,probe_selfreport,Eligible,Voucher
43,1753265224658,23/07/2025 10:07,1753265224233,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 21-quantised,3,probe_selfreport,Eligible,Voucher
44,1753265224658,23/07/2025 10:07,1753265224233,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 22,Slightly Disagree,probe_selfreport,Eligible,Voucher
45,1753265224658,23/07/2025 10:07,1753265224233,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 22-quantised,3,probe_selfreport,Eligible,Voucher
46,1753265224658,23/07/2025 10:07,1753265224234,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 23 ,Definitely Agree,probe_selfreport,Eligible,Voucher
47,1753265224658,23/07/2025 10:07,1753265224234,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 23 -quantised,1,probe_selfreport,Eligible,Voucher
48,1753265224658,23/07/2025 10:07,1753265224234,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 24,Definitely Agree,probe_selfreport,Eligible,Voucher
49,1753265224658,23/07/2025 10:07,1753265224234,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 24-quantised,1,probe_selfreport,Eligible,Voucher
50,1753265224658,23/07/2025 10:07,1753265224234,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 25,Definitely Agree,probe_selfreport,Eligible,Voucher
51,1753265224658,23/07/2025 10:07,1753265224234,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 25-quantised,1,probe_selfreport,Eligible,Voucher
52,1753265224658,23/07/2025 10:07,1753265224234,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 26 ,Definitely Agree,probe_selfreport,Eligible,Voucher
53,1753265224658,23/07/2025 10:07,1753265224234,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 26 -quantised,1,probe_selfreport,Eligible,Voucher
54,1753265224658,23/07/2025 10:07,1753265224235,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 27 ,Definitely Agree,probe_selfreport,Eligible,Voucher
55,1753265224658,23/07/2025 10:07,1753265224235,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 27 -quantised,1,probe_selfreport,Eligible,Voucher
56,1753265224658,23/07/2025 10:07,1753265224235,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 28,Slightly Agree,probe_selfreport,Eligible,Voucher
57,1753265224658,23/07/2025 10:07,1753265224235,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 28-quantised,2,probe_selfreport,Eligible,Voucher
58,1753265224658,23/07/2025 10:07,1753265224235,1,23/07/2025 11:07,234742,9,questionnaire-opi6,,48261542,BLINDED,13863726,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1152x720,1152x640,,,,The Autism Spectrum Quotient Adult's Version,2,No,END QUESTIONNAIRE,99219,probe_selfreport,Eligible,Voucher
1,1753308489119,23/07/2025 22:08,1753308488962,1,23/07/2025 23:08,234742,9,questionnaire-opi6,,48278004,BLINDED,13867638,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,820x1180,820x1073,,,,The Autism Spectrum Quotient Adult's Version,2,No,BEGIN QUESTIONNAIRE,,probe_selfreport,Eligible,No Voucher
2,1753308693645,23/07/2025 22:11,1753308693447,1,23/07/2025 23:11,234742,9,questionnaire-opi6,,48278004,BLINDED,13867638,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,820x1180,820x1073,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 1 ,Slightly Disagree,probe_selfreport,Eligible,No Voucher
3,1753308693736,23/07/2025 22:11,1753308693450,1,23/07/2025 23:11,234742,9,questionnaire-opi6,,48278004,BLINDED,13867638,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,820x1180,820x1073,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 1 -quantised,3,probe_selfreport,Eligible,No Voucher
4,1753308693736,23/07/2025 22:11,1753308693450,1,23/07/2025 23:11,234742,9,questionnaire-opi6,,48278004,BLINDED,13867638,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,820x1180,820x1073,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 2 ,Slightly Agree,probe_selfreport,Eligible,No Voucher
5,1753308693736,23/07/2025 22:11,1753308693450,1,23/07/2025 23:11,234742,9,questionnaire-opi6,,48278004,BLINDED,13867638,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,820x1180,820x1073,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 2 -quantised,2,probe_selfreport,Eligible,No Voucher
6,1753308693736,23/07/2025 22:11,1753308693450,1,23/07/2025 23:11,234742,9,questionnaire-opi6,,48278004,BLINDED,13867638,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,820x1180,820x1073,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 3 ,Slightly Agree,probe_selfreport,Eligible,No Voucher
7,1753308693736,23/07/2025 22:11,1753308693450,1,23/07/2025 23:11,234742,9,questionnaire-opi6,,48278004,BLINDED,13867638,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,820x1180,820x1073,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 3 -quantised,2,probe_selfreport,Eligible,No Voucher
8,1753308693736,23/07/2025 22:11,1753308693450,1,23/07/2025 23:11,234742,9,questionnaire-opi6,,48278004,BLINDED,13867638,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,820x1180,820x1073,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 4 ,Definitely Agree,probe_selfreport,Eligible,No Voucher
9,1753308693736,23/07/2025 22:11,1753308693450,1,23/07/2025 23:11,234742,9,questionnaire-opi6,,48278004,BLINDED,13867638,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,820x1180,820x1073,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 4 -quantised,1,probe_selfreport,Eligible,No Voucher
10,1753308693736,23/07/2025 22:11,1753308693450,1,23/07/2025 23:11,234742,9,questionnaire-opi6,,48278004,BLINDED,13867638,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,820x1180,820x1073,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 5,Slightly Disagree,probe_selfreport,Eligible,No Voucher
11,1753308693736,23/07/2025 22:11,1753308693450,1,23/07/2025 23:11,234742,9,questionnaire-opi6,,48278004,BLINDED,13867638,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,820x1180,820x1073,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 5-quantised,3,probe_selfreport,Eligible,No Voucher
12,1753308693736,23/07/2025 22:11,1753308693450,1,23/07/2025 23:11,234742,9,questionnaire-opi6,,48278004,BLINDED,13867638,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,820x1180,820x1073,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 6 ,Slightly Agree,probe_selfreport,Eligible,No Voucher
13,1753308693736,23/07/2025 22:11,1753308693450,1,23/07/2025 23:11,234742,9,questionnaire-opi6,,48278004,BLINDED,13867638,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,820x1180,820x1073,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 6 -quantised,2,probe_selfreport,Eligible,No Voucher
14,1753308693736,23/07/2025 22:11,1753308693450,1,23/07/2025 23:11,234742,9,questionnaire-opi6,,48278004,BLINDED,13867638,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,820x1180,820x1073,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 7,Slightly Agree,probe_selfreport,Eligible,No Voucher
15,1753308693736,23/07/2025 22:11,1753308693450,1,23/07/2025 23:11,234742,9,questionnaire-opi6,,48278004,BLINDED,13867638,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,820x1180,820x1073,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 7-quantised,2,probe_selfreport,Eligible,No Voucher
16,1753308693736,23/07/2025 22:11,1753308693451,1,23/07/2025 23:11,234742,9,questionnaire-opi6,,48278004,BLINDED,13867638,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,820x1180,820x1073,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 8 ,Slightly Agree,probe_selfreport,Eligible,No Voucher
17,1753308693736,23/07/2025 22:11,1753308693451,1,23/07/2025 23:11,234742,9,questionnaire-opi6,,48278004,BLINDED,13867638,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,820x1180,820x1073,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 8 -quantised,2,probe_selfreport,Eligible,No Voucher
18,1753308693736,23/07/2025 22:11,1753308693451,1,23/07/2025 23:11,234742,9,questionnaire-opi6,,48278004,BLINDED,13867638,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,820x1180,820x1073,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 9 ,Slightly Disagree,probe_selfreport,Eligible,No Voucher
19,1753308693736,23/07/2025 22:11,1753308693451,1,23/07/2025 23:11,234742,9,questionnaire-opi6,,48278004,BLINDED,13867638,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,820x1180,820x1073,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 9 -quantised,3,probe_selfreport,Eligible,No Voucher
20,1753308693736,23/07/2025 22:11,1753308693451,1,23/07/2025 23:11,234742,9,questionnaire-opi6,,48278004,BLINDED,13867638,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,820x1180,820x1073,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 10 ,Definitely Agree,probe_selfreport,Eligible,No Voucher
21,1753308693736,23/07/2025 22:11,1753308693451,1,23/07/2025 23:11,234742,9,questionnaire-opi6,,48278004,BLINDED,13867638,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,820x1180,820x1073,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 10 -quantised,1,probe_selfreport,Eligible,No Voucher
22,1753308693736,23/07/2025 22:11,1753308693451,1,23/07/2025 23:11,234742,9,questionnaire-opi6,,48278004,BLINDED,13867638,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,820x1180,820x1073,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 11 ,Definitely Agree,probe_selfreport,Eligible,No Voucher
23,1753308693831,23/07/2025 22:11,1753308693451,1,23/07/2025 23:11,234742,9,questionnaire-opi6,,48278004,BLINDED,13867638,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,820x1180,820x1073,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 11 -quantised,1,probe_selfreport,Eligible,No Voucher
