Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-3edb,checkpoint-sudm,branch-hm4e,branch-vf4a,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instruct_num,Spreadsheet: instruct_text,Spreadsheet: passage,Spreadsheet: line,Spreadsheet: line_text,Spreadsheet: probe,Spreadsheet: condition,Spreadsheet: condition_num,Spreadsheet: set,Spreadsheet: question_text,Spreadsheet: correct_response,Spreadsheet: response_a,Spreadsheet: response_b,Spreadsheet: response_c,Spreadsheet: response_d,Spreadsheet: response_e,Spreadsheet: ,Spreadsheet: __EMPTY,Spreadsheet: __EMPTY_1,Spreadsheet: __EMPTY_2,Spreadsheet: blockType,Manipulation: Spreadsheet
158,1741268611109,06/03/2025 13:43:31,1741268611109,0,06/03/2025 13:43:31,201675,16,task-d2yz,,44128671,BLIND,12533366,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,12,probe_physical,Thought probe (physical),ucvclj,1,response,Unintentional,18833.599999998463,18816.899999999907,18833.599999998463,18833.599999998463,18816.899999999907,18833.599999998463,1,18833.599999998463,0,0,,Click Response,Unintentional,4,object-89,probe_physical,,,,,,,,,,,,,,,,,,,,,,
159,1741268612878,06/03/2025 13:43:32,1741268612878,0,06/03/2025 13:43:32,201675,16,task-d2yz,,44128671,BLIND,12533366,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,12,probe_physical,Return to physical text,5jjhzp,2,continue,,1785.0000000030268,1783.3000000000466,1785.0000000030268,1785.0000000030268,1783.3000000000466,1785.0000000030268,1,1785.0000000030268,0,0,,Click To Continue,Continue Button,2,object-94,probe_physical,,,,,,,,,,,,,,,,,,,,,,
160,1741268630861,06/03/2025 13:43:50,1741268630861,0,06/03/2025 13:43:50,201675,16,task-d2yz,,44128671,BLIND,12533366,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,13,probe_physical,Thought probe (physical),ucvclj,1,response,On Task,17985.39999999851,17983.300000000047,17985.39999999851,17985.39999999851,17983.300000000047,17985.39999999851,1,17985.39999999851,0,0,,Click Response,On Task,2,object-87,probe_physical,,,,,,,,,,,,,,,,,,,,,,
161,1741268631997,06/03/2025 13:43:51,1741268631997,0,06/03/2025 13:43:51,201675,16,task-d2yz,,44128671,BLIND,12533366,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,13,probe_physical,Return to physical text,5jjhzp,2,continue,,1137.9000000029337,1133.3000000000466,1137.9000000029337,1137.9000000029337,1133.3000000000466,1137.9000000029337,1,1137.9000000029337,0,0,,Click To Continue,Continue Button,2,object-94,probe_physical,,,,,,,,,,,,,,,,,,,,,,
162,1741268634422,06/03/2025 13:43:54,1741268634422,0,06/03/2025 13:43:54,201675,16,task-d2yz,,44128671,BLIND,12533366,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,8,instr_comprehension,Comprehension instruction,ki2jxw,1,response,space,2429.000000001397,2416.6999999999534,2429.000000001397,2429.000000001397,2416.6999999999534,2429.000000001397,1,2429.000000001397,0,0,,Keyboard Response,Keyboard Response,2,object-78,instr_comprehension,,,,,,,,,,,,,,,,,,,,,,
163,1741268645901,06/03/2025 13:44:05,1741268645901,0,06/03/2025 13:44:05,201675,16,task-d2yz,,44128671,BLIND,12533366,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,33,comprehension,Comprehension questions,ers3wv,1,response,e,11492.199999999953,11483.5,11492.199999999953,11492.199999999953,11483.5,11492.199999999953,1,11492.199999999953,0,0,,Click Response,response E,6,object-70,comprehension,,,8,1,,,,,,Specific mention is made of,e,psychogenesis,psychoynamics,psychobiology,psychotherapy,none of the above,,,,,,
164,1741268651005,06/03/2025 13:44:11,1741268651005,0,06/03/2025 13:44:11,201675,16,task-d2yz,,44128671,BLIND,12533366,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,34,comprehension,Comprehension questions,ers3wv,1,response,b,5112.599999998463,5100,5112.599999998463,5112.599999998463,5100,5112.599999998463,1,5112.599999998463,0,0,,Click Response,response B,3,object-67,comprehension,,,8,2,,,,,,How many research design patterns were discussed?,b,Oneonly,Two,Three,Four,Five,,,,,,
165,1741268667158,06/03/2025 13:44:27,1741268667158,0,06/03/2025 13:44:27,201675,16,task-d2yz,,44128671,BLIND,12533366,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,35,comprehension,Comprehension questions,ers3wv,1,response,a,16164.999999996973,16150,16164.999999996973,16164.999999996973,16150,16164.999999996973,1,16164.999999996973,0,0,,Click Response,response D,5,object-69,comprehension,,,8,3,,,,,,"As used in this passage, the phrase put another way means",a,rephrasing,enumeration,using details,reasoning,illustration,,,,,,
166,1741268673294,06/03/2025 13:44:33,1741268673294,0,06/03/2025 13:44:33,201675,16,task-d2yz,,44128671,BLIND,12533366,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,36,comprehension,Comprehension questions,ers3wv,1,response,e,6150.800000001444,6149.899999999907,6150.800000001444,6150.800000001444,6149.899999999907,6150.800000001444,1,6150.800000001444,0,0,,Click Response,response E,6,object-70,comprehension,,,8,4,,,,,,In this passage the authors imply that heavy smoking is probably caused by,e,tension,nervousness,habit,social pressure,all the above and more,,,,,,
167,1741268676013,06/03/2025 13:44:36,1741268676013,0,06/03/2025 13:44:36,201675,16,task-d2yz,,44128671,BLIND,12533366,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,1,finish,Thank you,xuq6te,1,continue,,2720.8000000000466,2716.6999999999534,2720.8000000000466,2720.8000000000466,2716.6999999999534,2720.8000000000466,1,2720.8000000000466,0,0,,Click To Continue,Continue Button,2,object-75,finish,,,,,,,,,,,,,,,,,,,,,,
168,1741268676014,06/03/2025 13:44:36,1741268676014,0,06/03/2025 13:44:36,201675,16,task-d2yz,,44128671,BLIND,12533366,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,,,,,,info,END,,,1100714,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1741356661640,07/03/2025 14:11:01,1741356661640,0,07/03/2025 14:11:01,201675,16,task-d2yz,,44169250,BLIND,12533370,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1741356664458,07/03/2025 14:11:04,1741356664458,0,07/03/2025 14:11:04,201675,16,task-d2yz,,44169250,BLIND,12533370,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,1,start,Welcome,vo3k26,1,continue,,2838.1000000029803,2833.4,2838.1000000029803,2838.1000000029803,2833.4,2838.1000000029803,1,2838.1000000029803,0,0,,Click To Continue,Continue Button,2,object-14,start,,,,,,,,,,,,,,,,,,,,,,
3,1741356695890,07/03/2025 14:11:35,1741356695890,0,07/03/2025 14:11:35,201675,16,task-d2yz,,44169250,BLIND,12533370,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,1,instr_passages,Text,zppu2h,1,response,space,31436.5,31433.300000000003,31436.5,31436.5,31433.300000000003,31436.5,1,31436.5,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,,"Before you begin...<br><br>Please raise your hand and ask a researcher for the Set B paper task. Ensure you have passages 2, 4, 6 and 8 before continuing.<br><br>Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,,
4,1741356723386,07/03/2025 14:12:03,1741356723386,0,07/03/2025 14:12:03,201675,16,task-d2yz,,44169250,BLIND,12533370,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,2,instr_passages,Text,zppu2h,1,response,space,27498.800000001487,27483.399999999994,27498.800000001487,27498.800000001487,27483.399999999994,27498.800000001487,1,27498.800000001487,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,1,"TASK INSTRUCTIONS - PLEASE READ CAREFULLY! The goal of this study is to learn how mind wandering is affected by task length, social media use and reading medium. <br><br> Mind wandering is a term used to describe what occurs when your attention wanders from a task. Sometimes when your mind wanders, you begin thinking about personal events or concerns rather than your task. At other times, your mind can wander because you are bored or tired and you don’t really know what you’re thinking about; all you know is that you are no longer thinking about your task.<br><br>Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,,
5,1741356733722,07/03/2025 14:12:13,1741356733722,0,07/03/2025 14:12:13,201675,16,task-d2yz,,44169250,BLIND,12533370,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,3,instr_passages,Text,zppu2h,1,response,space,10351.900000001493,10350.199999999997,10351.900000001493,10351.900000001493,10350.199999999997,10351.900000001493,1,10351.900000001493,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,2,"Importantly, mind wandering can occur either because you INTENTIONALLY decided to think about things that are unrelated to the task, OR because your thoughts UNINTENTIONALLY drifted away to task-unrelated thoughts, despite your best intentions to focus on the task. <br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,instr_passages,
6,1741356745873,07/03/2025 14:12:25,1741356745873,0,07/03/2025 14:12:25,201675,16,task-d2yz,,44169250,BLIND,12533370,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,4,instr_passages,Text,zppu2h,1,response,space,12152.999999998516,12149.700000000012,12152.999999998516,12152.999999998516,12149.700000000012,12152.999999998516,1,12152.999999998516,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,3,"Being ON TASK means that you were focused on completing the task and were not thinking about anything unrelated to the task. Some examples of ON TASK thoughts include thoughts about your performance on the task, or thoughts about your response. <br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,instr_passages,
7,1741356752833,07/03/2025 14:12:32,1741356752833,0,07/03/2025 14:12:32,201675,16,task-d2yz,,44169250,BLIND,12533370,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,5,instr_passages,Text,zppu2h,1,response,space,6963.299999998504,6950.199999999997,6963.299999998504,6963.299999998504,6950.199999999997,6963.299999998504,1,6963.299999998504,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,4,You have been randomly assigned into this condition. You will complete the online reading task first. <br><br> This will be completed entirely on the computer.<br><br>Please press the space bar to continue.,,,,,,,,,,,,,,,,,,,,
8,1741356765954,07/03/2025 14:12:45,1741356765954,0,07/03/2025 14:12:45,201675,16,task-d2yz,,44169250,BLIND,12533370,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,6,instr_passages,Text,zppu2h,1,response,space,13133.100000000006,13116.5,13133.100000000006,13133.100000000006,13116.5,13133.100000000006,1,13133.100000000006,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,5,"In this online task, you will read 4 passages and answer reading comprehension questions for each passage. <br><br> THE PASSAGES WILL BE PRESENTED IN A SENTENCE-BY-SENTENCE FASHION. PLEASE READ THE SENTENCES AT YOUR NORMAL READING PACE. ONCE YOU HAVE FINISHED READING ONE SENTENCE, PRESS THE SPACE BAR TO MOVE ON TO THE NEXT SENTENCE. Once you've read the sentence you MAY NOT GO BACK.<br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,,
9,1741356778466,07/03/2025 14:12:58,1741356778466,0,07/03/2025 14:12:58,201675,16,task-d2yz,,44169250,BLIND,12533370,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,7,instr_passages,Text,zppu2h,1,response,space,12529.000000004467,12516.699999999997,12529.000000004467,12529.000000004467,12516.699999999997,12529.000000004467,1,12529.000000004467,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,6,"THE SET OF READING COMPREHENSION QUESTIONS FOR THAT PARTICULAR PASSAGE YOU’VE FINISHED READING WILL APPEAR AFTER EACH PASSAGE, not all together at the end. Like the sentences, once you've answered the questions you MAY NOT GO BACK TO CHANGE YOUR ANSWER.
<br><br> 
Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,,
10,1741356790514,07/03/2025 14:13:10,1741356790514,0,07/03/2025 14:13:10,201675,16,task-d2yz,,44169250,BLIND,12533370,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,8,instr_passages,Text,zppu2h,1,response,space,12060.20000000298,12049.899999999994,12060.20000000298,12060.20000000298,12049.899999999994,12060.20000000298,1,12060.20000000298,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,7,"Additionally, while you are reading you will be randomly interrupted and asked “WHICH OF THE FOLLOWING RESPONSES BEST CHARACTERISES YOUR MENTAL STATE JUST PRIOR TO THE PRESENTATION OF THIS SCREEN?"" You would have to choose either “On task”, ""Intentionally mind wandering"" or ""Unintentionally mind wandering"" by clicking on the appropriate option.<br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,,
11,1741356804826,07/03/2025 14:13:24,1741356804826,0,07/03/2025 14:13:24,201675,16,task-d2yz,,44169250,BLIND,12533370,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,9,instr_passages,Text,zppu2h,1,response,space,14322.200000001496,14316.800000000017,14322.200000001496,14322.200000001496,14316.800000000017,14322.200000001496,1,14322.200000001496,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,8,"This entire task is self-paced. However, each task should take around 15 minutes to complete (30 minutes overall). Please try to do the task all the way through instead of taking too many small breaks in between. The task isn't long so you should be able to do it without taking any breaks. <br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,,
12,1741356806378,07/03/2025 14:13:26,1741356806378,0,07/03/2025 14:13:26,201675,16,task-d2yz,,44169250,BLIND,12533370,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,10,instr_passages,Text,zppu2h,1,response,space,1557.4000000014785,1550.0999999999767,1557.4000000014785,1557.4000000014785,1550.0999999999767,1557.4000000014785,1,1557.4000000014785,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,9,Please press the space bar to start reading the first passage.,,,,,,,,,,,,,,,,,,,,
13,1741356808202,07/03/2025 14:13:28,1741356808202,0,07/03/2025 14:13:28,201675,16,task-d2yz,,44169250,BLIND,12533370,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,1,passages,Sentences,3emlxf,1,response,space,1831.500000004482,1816.5,1831.500000004482,1831.500000004482,1816.5,1831.500000004482,1,1831.500000004482,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,0,Passage 1,0,Difficult,1,1,,,,,,,,,,,,,
14,1741356820178,07/03/2025 14:13:40,1741356820178,0,07/03/2025 14:13:40,201675,16,task-d2yz,,44169250,BLIND,12533370,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,2,passages,Sentences,3emlxf,1,response,space,11990.900000002992,11983.5,11990.900000002992,11990.900000002992,11983.5,11990.900000002992,1,11990.900000002992,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,1,"A few had been astute enough to see a fine poet in Browning, and Elizabeth Barrett was one of them. ",0,Difficult,1,1,,,,,,,,,,,,,
15,1741356838026,07/03/2025 14:13:58,1741356838026,0,07/03/2025 14:13:58,201675,16,task-d2yz,,44169250,BLIND,12533370,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,3,passages,Sentences,3emlxf,1,response,space,17855.400000002992,17850,17855.400000002992,17855.400000002992,17850,17855.400000002992,1,17855.400000002992,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,2,"The young man with the lemon-colored gloves and long dark hair and high-strung, restless manner who had visited her in 1846 had been moved to write to her because she had praised his poetry.",1,Difficult,1,1,,,,,,,,,,,,,
16,1741356842890,07/03/2025 14:14:02,1741356842890,0,07/03/2025 14:14:02,201675,16,task-d2yz,,44169250,BLIND,12533370,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,1,probe,Thought probe,muxvwp,1,response,On Task,4869.300000001502,4866.700000000012,4869.300000001502,4869.300000001502,4866.700000000012,4869.300000001502,1,4869.300000001502,0,0,,Click Response,On Task,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,,
17,1741356867418,07/03/2025 14:14:27,1741356867418,0,07/03/2025 14:14:27,201675,16,task-d2yz,,44169250,BLIND,12533370,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,4,passages,Sentences,3emlxf,1,response,space,24530.89999999851,24516.79999999999,24530.89999999851,24530.89999999851,24516.79999999999,24530.89999999851,1,24530.89999999851,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,3,"She found the man even more to her liking than the verse, and it was not so very long-only the time between May, 1845 and September, 1846-before Robert Browning had stolen the poetess from the dour father who guarded her like a dragon (never wanting her to marry any man), and taken her with him to Italy and a new life.",1,Difficult,1,1,,,,,,,,,,,,,
18,1741356870177,07/03/2025 14:14:30,1741356870177,0,07/03/2025 14:14:30,201675,16,task-d2yz,,44169250,BLIND,12533370,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,2,probe,Thought probe,muxvwp,1,response,On Task,2773.000000004482,2766.4000000000233,2773.000000004482,2773.000000004482,2766.4000000000233,2773.000000004482,1,2773.000000004482,0,0,,Click Response,On Task,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,,
19,1741356879586,07/03/2025 14:14:39,1741356879586,0,07/03/2025 14:14:39,201675,16,task-d2yz,,44169250,BLIND,12533370,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,5,passages,Sentences,3emlxf,1,response,space,9415.199999998498,9400.299999999988,9415.199999998498,9415.199999998498,9400.299999999988,9415.199999998498,1,9415.199999998498,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,4,"One morning, soon after their nuptials, Elizabeth Browning thrust a manuscript into her husband’s pocket, and then scampered upstairs in a swift confusion to her room. ",0,Difficult,1,1,,,,,,,,,,,,,
20,1741356884962,07/03/2025 14:14:44,1741356884962,0,07/03/2025 14:14:44,201675,16,task-d2yz,,44169250,BLIND,12533370,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,6,passages,Sentences,3emlxf,1,response,space,5390.89999999851,5383.200000000012,5390.89999999851,5390.89999999851,5383.200000000012,5390.89999999851,1,5390.89999999851,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,5,"Written during the time of their courtship and love missives, it was a sonnet sequence on their love.",0,Difficult,1,1,,,,,,,,,,,,,
21,1741356891922,07/03/2025 14:14:51,1741356891922,0,07/03/2025 14:14:51,201675,16,task-d2yz,,44169250,BLIND,12533370,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,7,passages,Sentences,3emlxf,1,response,space,6968.4000000014785,6966.599999999977,6968.4000000014785,6968.4000000014785,6966.599999999977,6968.4000000014785,1,6968.4000000014785,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,6,"These poems were never intended by Mrs. Browning to be published, but her poet husband promptly declared that they must be. ",0,Difficult,1,1,,,,,,,,,,,,,
22,1741356898450,07/03/2025 14:14:58,1741356898450,0,07/03/2025 14:14:58,201675,16,task-d2yz,,44169250,BLIND,12533370,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,8,passages,Sentences,3emlxf,1,response,space,6529.200000000012,6516.8000000000175,6529.200000000012,6529.200000000012,6516.8000000000175,6529.200000000012,1,6529.200000000012,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,7,The Sonnets from the Portuguese was his suggested title—a title which might shroud the fact that they were personal. ,0,Difficult,1,1,,,,,,,,,,,,,
23,1741356902634,07/03/2025 14:15:02,1741356902634,0,07/03/2025 14:15:02,201675,16,task-d2yz,,44169250,BLIND,12533370,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,9,passages,Sentences,3emlxf,1,response,space,4196.500000001484,4183.299999999988,4196.500000001484,4196.500000001484,4183.299999999988,4196.500000001484,1,4196.500000001484,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,8,They were in his mind “the finest sonnets written in our language since Shakespeare’s.”,0,Difficult,1,1,,,,,,,,,,,,,
24,1741356909274,07/03/2025 14:15:09,1741356909274,0,07/03/2025 14:15:09,201675,16,task-d2yz,,44169250,BLIND,12533370,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,10,passages,Sentences,3emlxf,1,response,space,6653.200000001496,6650.100000000006,6653.200000001496,6653.200000001496,6650.100000000006,6653.200000001496,1,6653.200000001496,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,9,"Sonnets from the Portuguese, in Browning’s opinion, was hardly more flattering to his wife than his opinion of most of her poetry. ",0,Difficult,1,1,,,,,,,,,,,,,
25,1741356915626,07/03/2025 14:15:15,1741356915626,0,07/03/2025 14:15:15,201675,16,task-d2yz,,44169250,BLIND,12533370,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,11,passages,Sentences,3emlxf,1,response,space,6355.20000000298,6349.899999999994,6355.20000000298,6355.20000000298,6349.899999999994,6355.20000000298,1,6355.20000000298,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,10,"A better poet than he, thought Browning, and the world at that time agreed with him.",0,Difficult,1,1,,,,,,,,,,,,,
26,1741356922466,07/03/2025 14:15:22,1741356922466,0,07/03/2025 14:15:22,201675,16,task-d2yz,,44169250,BLIND,12533370,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,12,passages,Sentences,3emlxf,1,response,space,6844.999999998516,6833.399999999994,6844.999999998516,6844.999999998516,6833.399999999994,6844.999999998516,1,6844.999999998516,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,11,"He called her his “moon of poets,” as she considered him her sun.",0,Difficult,1,1,,,,,,,,,,,,,
27,1741356932306,07/03/2025 14:15:32,1741356932306,0,07/03/2025 14:15:32,201675,16,task-d2yz,,44169250,BLIND,12533370,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Mind wandering task,10,Digital A,Consent,Over 17,English as 1st language,Digital A,Digital A,13,passages,Sentences,3emlxf,1,response,space,9851.599999998522,9850,9851.599999998522,9851.599999998522,9850,9851.599999998522,1,9851.599999998522,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,12,"She was a pure singer with a lovely lyrical tenderness, the best poet of her sex since Sappho. ",0,Difficult,1,1,,,,,,,,,,,,,
