Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instr_text,Spreadsheet: digit,Spreadsheet: correct,Spreadsheet: random_blocks,Spreadsheet: random_trials,Spreadsheet: size,randomiser-mq2e,branch-s3b7,branch-dgjt
294,1753198137442,22/07/2025 15:28,1753201737442,1,22/07/2025 17:28,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,100,trial,digit,9l7l5c,1,response,space,175.6999999761465,166.59999999997672,175.6999999761465,175.6999999761465,166.59999999997672,175.6999999761465,1,0,0,space,Keyboard Response,response,3,object-176,trial,,1,space,12,12,100,probe_selfreport,Eligible,Voucher
295,1753198138368,22/07/2025 15:28,1753201738368,1,22/07/2025 17:28,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,100,trial,mask,y6xgix,2,response,noresponse,899.4000000000233,899.4000000000233,899.4000000000233,899.4000000000233,899.4000000000233,899.4000000000233,1,0,0,,Time Limit,screen,0,screen,trial,,1,space,12,12,100,probe_selfreport,Eligible,Voucher
296,1753198138390,22/07/2025 15:28,1753201738390,1,22/07/2025 17:28,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,101,trial,digit,9l7l5c,1,response,space,24.29999999998836,16.399999999965075,24.29999999998836,24.29999999998836,16.399999999965075,24.29999999998836,1,0,0,space,Keyboard Response,response,3,object-176,trial,,9,space,12,12,120,probe_selfreport,Eligible,Voucher
297,1753198139466,22/07/2025 15:28,1753201739466,1,22/07/2025 17:28,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,101,trial,mask,y6xgix,2,response,noresponse,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,1,0,0,,Time Limit,screen,0,screen,trial,,9,space,12,12,120,probe_selfreport,Eligible,Voucher
298,1753198139490,22/07/2025 15:28,1753201739490,1,22/07/2025 17:28,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,102,trial,digit,9l7l5c,1,response,space,25.6999999761465,16.79999999998836,25.6999999761465,25.6999999761465,16.79999999998836,25.6999999761465,1,0,0,space,Keyboard Response,response,3,object-176,trial,,2,space,12,12,130,probe_selfreport,Eligible,Voucher
299,1753198140564,22/07/2025 15:29,1753201740564,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,102,trial,mask,y6xgix,2,response,noresponse,898.9000000000233,898.9000000000233,898.9000000000233,898.9000000000233,898.9000000000233,898.9000000000233,1,0,0,,Time Limit,screen,0,screen,trial,,2,space,12,12,130,probe_selfreport,Eligible,Voucher
300,1753198140764,22/07/2025 15:29,1753201740764,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,103,trial,digit,9l7l5c,1,timedOut,,200.79999995231628,200,200.79999995231628,200.79999995231628,200,200.79999995231628,1,0,0,,Time Limit,screen,0,screen,trial,,7,space,12,12,140,probe_selfreport,Eligible,Voucher
301,1753198140815,22/07/2025 15:29,1753201740815,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,103,trial,mask,y6xgix,2,response,space,51.5,49.70000000001164,51.5,51.5,49.70000000001164,51.5,1,0,0,space,Keyboard Response,response,3,object-75,trial,,7,space,12,12,140,probe_selfreport,Eligible,Voucher
302,1753198141828,22/07/2025 15:29,1753201741828,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,104,trial,digit,9l7l5c,1,response,space,165.90000000002328,149.80000000004657,165.90000000002328,165.90000000002328,149.80000000004657,165.90000000002328,1,0,0,space,Keyboard Response,response,3,object-176,trial,,4,space,12,12,120,probe_selfreport,Eligible,Voucher
303,1753198142763,22/07/2025 15:29,1753201742763,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,104,trial,mask,y6xgix,2,response,noresponse,899.0999999999767,899.0999999999767,899.0999999999767,899.0999999999767,899.0999999999767,899.0999999999767,1,0,0,,Time Limit,screen,0,screen,trial,,4,space,12,12,120,probe_selfreport,Eligible,Voucher
304,1753198142962,22/07/2025 15:29,1753201742962,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,105,trial,digit,9l7l5c,1,timedOut,,200.5999999284977,199.80000000004657,200.5999999284977,200.5999999284977,199.80000000004657,200.5999999284977,1,0,0,,Time Limit,screen,0,screen,trial,,5,space,12,12,140,probe_selfreport,Eligible,Voucher
305,1753198143177,22/07/2025 15:29,1753201743177,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,105,trial,mask,y6xgix,2,response,space,215.99999997613486,199.89999999996508,215.99999997613486,215.99999997613486,199.89999999996508,215.99999997613486,1,0,0,space,Keyboard Response,response,3,object-75,trial,,5,space,12,12,140,probe_selfreport,Eligible,Voucher
306,1753198144062,22/07/2025 15:29,1753201744062,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,106,trial,digit,9l7l5c,1,timedOut,,201.79999997618143,199.80000000004657,201.79999997618143,201.79999997618143,199.80000000004657,201.79999997618143,1,0,0,,Time Limit,screen,0,screen,trial,,6,space,12,12,120,probe_selfreport,Eligible,Voucher
307,1753198144101,22/07/2025 15:29,1753201744101,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,106,trial,mask,y6xgix,2,response,space,40.59999999997672,33.29999999998836,40.59999999997672,40.59999999997672,33.29999999998836,40.59999999997672,1,0,0,space,Keyboard Response,response,3,object-75,trial,,6,space,12,12,120,probe_selfreport,Eligible,Voucher
308,1753198145160,22/07/2025 15:29,1753201745160,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,107,trial,digit,9l7l5c,1,timedOut,,200.79999997618143,199.80000000004657,200.79999997618143,200.79999997618143,199.80000000004657,200.79999997618143,1,0,0,,Time Limit,screen,0,screen,trial,,8,space,12,12,170,probe_selfreport,Eligible,Voucher
309,1753198145221,22/07/2025 15:29,1753201745221,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,107,trial,mask,y6xgix,2,response,space,61.399999952293,49.79999999998836,61.399999952293,61.399999952293,49.79999999998836,61.399999952293,1,0,0,space,Keyboard Response,response,3,object-75,trial,,8,space,12,12,170,probe_selfreport,Eligible,Voucher
310,1753198146259,22/07/2025 15:29,1753201746259,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,108,trial,digit,9l7l5c,1,timedOut,,200.59999995230464,199.59999999997672,200.59999995230464,200.59999995230464,199.59999999997672,200.59999995230464,1,0,0,,Time Limit,screen,0,screen,trial,,3,noresponse,12,,130,probe_selfreport,Eligible,Voucher
311,1753198146399,22/07/2025 15:29,1753201746399,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,108,trial,mask,y6xgix,2,response,noresponse,141.20000000001164,133.20000000001164,141.20000000001164,141.20000000001164,133.20000000001164,141.20000000001164,1,0,0,space,Keyboard Response,response,3,object-75,trial,,3,noresponse,12,,130,probe_selfreport,Eligible,Voucher
312,1753198147358,22/07/2025 15:29,1753201747358,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,109,trial,digit,9l7l5c,1,timedOut,,200.69999992847443,199.79999999998836,200.69999992847443,200.69999992847443,199.79999999998836,200.69999992847443,1,0,0,,Time Limit,screen,0,screen,trial,,8,space,28,28,110,probe_selfreport,Eligible,Voucher
313,1753198147423,22/07/2025 15:29,1753201747423,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,109,trial,mask,y6xgix,2,response,space,65.99999995232793,49.90000000002328,65.99999995232793,65.99999995232793,49.90000000002328,65.99999995232793,1,0,0,space,Keyboard Response,response,3,object-75,trial,,8,space,28,28,110,probe_selfreport,Eligible,Voucher
314,1753198148458,22/07/2025 15:29,1753201748458,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,110,trial,digit,9l7l5c,1,timedOut,,201.79999995231628,199.79999999998836,201.79999995231628,201.79999995231628,199.79999999998836,201.79999995231628,1,0,0,,Time Limit,screen,0,screen,trial,,2,space,28,28,120,probe_selfreport,Eligible,Voucher
315,1753198149356,22/07/2025 15:29,1753201749356,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,110,trial,mask,y6xgix,2,response,noresponse,899.1000000000349,899.1000000000349,899.1000000000349,899.1000000000349,899.1000000000349,899.1000000000349,1,0,0,,Time Limit,screen,0,screen,trial,,2,space,28,28,120,probe_selfreport,Eligible,Voucher
316,1753198149524,22/07/2025 15:29,1753201749524,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,111,trial,digit,9l7l5c,1,response,space,169.09999999997672,166.39999999996508,169.09999999997672,169.09999999997672,166.39999999996508,169.09999999997672,1,0,0,space,Keyboard Response,response,3,object-176,trial,,4,space,28,28,160,probe_selfreport,Eligible,Voucher
317,1753198150455,22/07/2025 15:29,1753201750455,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,111,trial,mask,y6xgix,2,response,noresponse,899.1000000000349,899.1000000000349,899.1000000000349,899.1000000000349,899.1000000000349,899.1000000000349,1,0,0,,Time Limit,screen,0,screen,trial,,4,space,28,28,160,probe_selfreport,Eligible,Voucher
318,1753198150655,22/07/2025 15:29,1753201750655,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,112,trial,digit,9l7l5c,1,timedOut,,200.59999999997672,199.69999999995343,200.59999999997672,200.59999999997672,199.69999999995343,200.59999999997672,1,0,0,,Time Limit,screen,0,screen,trial,,7,space,28,28,140,probe_selfreport,Eligible,Voucher
319,1753198150668,22/07/2025 15:29,1753201750668,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,112,trial,mask,y6xgix,2,response,space,13.699999952339567,0,13.699999952339567,13.699999952339567,0,13.699999952339567,1,0,0,space,Keyboard Response,response,3,object-75,trial,,7,space,28,28,140,probe_selfreport,Eligible,Voucher
320,1753198151754,22/07/2025 15:29,1753201751754,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,113,trial,digit,9l7l5c,1,timedOut,,200.59999995230464,199.79999999998836,200.59999995230464,200.59999995230464,199.79999999998836,200.59999995230464,1,0,0,,Time Limit,screen,0,screen,trial,,1,space,28,28,150,probe_selfreport,Eligible,Voucher
321,1753198152653,22/07/2025 15:29,1753201752653,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,113,trial,mask,y6xgix,2,response,noresponse,899.2999999999884,899.2999999999884,899.2999999999884,899.2999999999884,899.2999999999884,899.2999999999884,1,0,0,,Time Limit,screen,0,screen,trial,,1,space,28,28,150,probe_selfreport,Eligible,Voucher
322,1753198152853,22/07/2025 15:29,1753201752853,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,114,trial,digit,9l7l5c,1,timedOut,,200.89999992848607,199.79999999998836,200.89999992848607,200.89999992848607,199.79999999998836,200.89999992848607,1,0,0,,Time Limit,screen,0,screen,trial,,6,space,28,28,170,probe_selfreport,Eligible,Voucher
323,1753198152951,22/07/2025 15:29,1753201752951,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,114,trial,mask,y6xgix,2,response,space,99.09999992849771,83.30000000004657,99.09999992849771,99.09999992849771,83.30000000004657,99.09999992849771,1,0,0,space,Keyboard Response,response,3,object-75,trial,,6,space,28,28,170,probe_selfreport,Eligible,Voucher
324,1753198153933,22/07/2025 15:29,1753201753933,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,115,trial,digit,9l7l5c,1,response,space,181.29999995231628,166.40000000002328,181.29999995231628,181.29999995231628,166.40000000002328,181.29999995231628,1,0,0,space,Keyboard Response,response,3,object-176,trial,,5,space,28,28,160,probe_selfreport,Eligible,Voucher
325,1753198154851,22/07/2025 15:29,1753201754851,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,115,trial,mask,y6xgix,2,response,noresponse,899.0999999999767,899.0999999999767,899.0999999999767,899.0999999999767,899.0999999999767,899.0999999999767,1,0,0,,Time Limit,screen,0,screen,trial,,5,space,28,28,160,probe_selfreport,Eligible,Voucher
326,1753198154897,22/07/2025 15:29,1753201754897,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,116,trial,digit,9l7l5c,1,response,space,46.89999992848607,33.5,46.89999992848607,46.89999992848607,33.5,46.89999992848607,1,0,0,space,Keyboard Response,response,3,object-176,trial,,9,space,28,28,150,probe_selfreport,Eligible,Voucher
327,1753198155920,22/07/2025 15:29,1753201755920,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,116,trial,mask,y6xgix,2,response,space,870.4000000000233,865.8000000000466,870.4000000000233,870.4000000000233,865.8000000000466,870.4000000000233,1,0,0,space,Keyboard Response,response,3,object-75,trial,,9,space,28,28,150,probe_selfreport,Eligible,Voucher
328,1753198156150,22/07/2025 15:29,1753201756150,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,117,trial,digit,9l7l5c,1,timedOut,,195.79999999998836,194.89999999996508,195.79999999998836,195.79999999998836,194.89999999996508,195.79999999998836,1,0,0,,Time Limit,screen,0,screen,trial,,3,noresponse,28,,90,probe_selfreport,Eligible,Voucher
329,1753198157050,22/07/2025 15:29,1753201757050,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,117,trial,mask,y6xgix,2,response,noresponse,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,1,0,0,,Time Limit,screen,0,screen,trial,,3,noresponse,28,,90,probe_selfreport,Eligible,Voucher
330,1753198159206,22/07/2025 15:29,1753201759206,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,7,probe,screen1,zdzjkm,1,response,,2157.59999997617,2148,2157.59999997617,2157.59999997617,2148,2157.59999997617,1,0,0,zone out,Click Response,resp_zoneOut,4,object-135,probe,,,,,,,probe_selfreport,Eligible,Voucher
331,1753198164192,22/07/2025 15:29,1753201764192,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,7,probe,ready,gcqbye,2,timedOut,,4996.299999904644,4995.299999999988,4996.299999904644,4996.299999904644,4995.299999999988,4996.299999904644,1,0,0,,Time Limit,screen,0,screen,probe,,,,,,,probe_selfreport,Eligible,Voucher
332,1753198164393,22/07/2025 15:29,1753201764393,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,118,trial,digit,9l7l5c,1,timedOut,,201.99999990465585,199.80000000004657,201.99999990465585,201.99999990465585,199.80000000004657,201.99999990465585,1,0,0,,Time Limit,screen,0,screen,trial,,1,space,18,18,110,probe_selfreport,Eligible,Voucher
333,1753198164447,22/07/2025 15:29,1753201764447,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,118,trial,mask,y6xgix,2,response,space,55.899999952293,50,55.899999952293,55.899999952293,50,55.899999952293,1,0,0,space,Keyboard Response,response,3,object-75,trial,,1,space,18,18,110,probe_selfreport,Eligible,Voucher
334,1753198165492,22/07/2025 15:29,1753201765492,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,119,trial,digit,9l7l5c,1,timedOut,,201.99999992846278,199.70000000001164,201.99999992846278,201.99999992846278,199.70000000001164,201.99999992846278,1,0,0,,Time Limit,screen,0,screen,trial,,8,space,18,18,130,probe_selfreport,Eligible,Voucher
335,1753198165568,22/07/2025 15:29,1753201765568,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,119,trial,mask,y6xgix,2,response,space,77.399999952293,66.5,77.399999952293,77.399999952293,66.5,77.399999952293,1,0,0,space,Keyboard Response,response,3,object-75,trial,,8,space,18,18,130,probe_selfreport,Eligible,Voucher
336,1753198166590,22/07/2025 15:29,1753201766590,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,120,trial,digit,9l7l5c,1,timedOut,,200.79999995231628,199.79999999998836,200.79999995231628,200.79999995231628,199.79999999998836,200.79999995231628,1,0,0,,Time Limit,screen,0,screen,trial,,5,space,18,18,120,probe_selfreport,Eligible,Voucher
337,1753198166692,22/07/2025 15:29,1753201766692,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,120,trial,mask,y6xgix,2,response,space,103.09999997616978,99.90000000002328,103.09999997616978,103.09999997616978,99.90000000002328,103.09999997616978,1,0,0,space,Keyboard Response,response,3,object-75,trial,,5,space,18,18,120,probe_selfreport,Eligible,Voucher
338,1753198167689,22/07/2025 15:29,1753201767689,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,121,trial,digit,9l7l5c,1,timedOut,,200.79999999998836,199.70000000001164,200.79999999998836,200.79999999998836,199.70000000001164,200.79999999998836,1,0,0,,Time Limit,screen,0,screen,trial,,9,space,18,18,140,probe_selfreport,Eligible,Voucher
339,1753198167782,22/07/2025 15:29,1753201767782,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,121,trial,mask,y6xgix,2,response,space,93.79999992845114,83.19999999995343,93.79999992845114,93.79999992845114,83.19999999995343,93.79999992845114,1,0,0,space,Keyboard Response,response,3,object-75,trial,,9,space,18,18,140,probe_selfreport,Eligible,Voucher
340,1753198168788,22/07/2025 15:29,1753201768788,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,122,trial,digit,9l7l5c,1,timedOut,,200.79999995231628,199.79999999998836,200.79999995231628,200.79999995231628,199.79999999998836,200.79999995231628,1,0,0,,Time Limit,screen,0,screen,trial,,7,space,18,18,120,probe_selfreport,Eligible,Voucher
341,1753198168866,22/07/2025 15:29,1753201768866,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,122,trial,mask,y6xgix,2,response,space,79.09999997616978,66.5,79.09999997616978,79.09999997616978,66.5,79.09999997616978,1,0,0,space,Keyboard Response,response,3,object-75,trial,,7,space,18,18,120,probe_selfreport,Eligible,Voucher
342,1753198169887,22/07/2025 15:29,1753201769887,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,123,trial,digit,9l7l5c,1,timedOut,,200.69999990460929,199.89999999996508,200.69999990460929,200.69999990460929,199.89999999996508,200.69999990460929,1,0,0,,Time Limit,screen,0,screen,trial,,4,space,18,18,140,probe_selfreport,Eligible,Voucher
343,1753198170060,22/07/2025 15:29,1753201770060,1,22/07/2025 17:29,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,123,trial,mask,y6xgix,2,response,space,173.7999999046442,166.5,173.7999999046442,173.7999999046442,166.5,173.7999999046442,1,0,0,space,Keyboard Response,response,3,object-75,trial,,4,space,18,18,140,probe_selfreport,Eligible,Voucher
