Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instr_text,Spreadsheet: digit,Spreadsheet: correct,Spreadsheet: random_blocks,Spreadsheet: random_trials,Spreadsheet: size,randomiser-mq2e,branch-s3b7,branch-dgjt
189,1753198054602,22/07/2025 15:27,1753201654602,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,49,trial,mask,y6xgix,2,response,space,58.29999992848025,50,58.29999992848025,58.29999992848025,50,58.29999992848025,1,0,0,space,Keyboard Response,response,3,object-75,trial,,9,space,29,29,90,probe_selfreport,Eligible,Voucher
190,1753198055644,22/07/2025 15:27,1753201655644,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,50,trial,digit,9l7l5c,1,timedOut,,200.79999997615232,200,200.79999997615232,200.79999997615232,200,200.79999997615232,1,0,0,,Time Limit,screen,0,screen,trial,,7,space,29,29,130,probe_selfreport,Eligible,Voucher
191,1753198056543,22/07/2025 15:27,1753201656543,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,50,trial,mask,y6xgix,2,response,noresponse,899,899,899,899,899,899,1,0,0,,Time Limit,screen,0,screen,trial,,7,space,29,29,130,probe_selfreport,Eligible,Voucher
192,1753198056743,22/07/2025 15:27,1753201656743,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,51,trial,digit,9l7l5c,1,timedOut,,200.99999990462675,200,200.99999990462675,200.99999990462675,200,200.99999990462675,1,0,0,,Time Limit,screen,0,screen,trial,,3,noresponse,29,,100,probe_selfreport,Eligible,Voucher
193,1753198056818,22/07/2025 15:27,1753201656818,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,51,trial,mask,y6xgix,2,response,noresponse,75.79999997615232,66.19999999998254,75.79999997615232,75.79999997615232,66.19999999998254,75.79999997615232,1,0,0,space,Keyboard Response,response,3,object-75,trial,,3,noresponse,29,,100,probe_selfreport,Eligible,Voucher
194,1753198057841,22/07/2025 15:27,1753201657841,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,52,trial,digit,9l7l5c,1,timedOut,,200.29999997615232,199.60000000000582,200.29999997615232,200.29999997615232,199.60000000000582,200.29999997615232,1,0,0,,Time Limit,screen,0,screen,trial,,1,space,29,29,90,probe_selfreport,Eligible,Voucher
195,1753198057908,22/07/2025 15:27,1753201657908,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,52,trial,mask,y6xgix,2,response,space,67.89999990462093,66.39999999999418,67.89999990462093,67.89999990462093,66.39999999999418,67.89999990462093,1,0,0,space,Keyboard Response,response,3,object-75,trial,,1,space,29,29,90,probe_selfreport,Eligible,Voucher
196,1753198058942,22/07/2025 15:27,1753201658942,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,53,trial,digit,9l7l5c,1,timedOut,,202,199.79999999998836,202,202,199.79999999998836,202,1,0,0,,Time Limit,screen,0,screen,trial,,2,space,29,29,160,probe_selfreport,Eligible,Voucher
197,1753198058992,22/07/2025 15:27,1753201658992,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,53,trial,mask,y6xgix,2,response,space,52.39999992848607,50.10000000000582,52.39999992848607,52.39999992848607,50.10000000000582,52.39999992848607,1,0,0,space,Keyboard Response,response,3,object-75,trial,,2,space,29,29,160,probe_selfreport,Eligible,Voucher
198,1753198060026,22/07/2025 15:27,1753201660026,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,54,trial,digit,9l7l5c,1,response,space,187.5,183.20000000001164,187.5,187.5,183.20000000001164,187.5,1,0,0,space,Keyboard Response,response,3,object-176,trial,,4,space,29,29,90,probe_selfreport,Eligible,Voucher
199,1753198060940,22/07/2025 15:27,1753201660940,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,54,trial,mask,y6xgix,2,response,noresponse,899.5,899.5,899.5,899.5,899.5,899.5,1,0,0,,Time Limit,screen,0,screen,trial,,4,space,29,29,90,probe_selfreport,Eligible,Voucher
200,1753198061138,22/07/2025 15:27,1753201661138,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,55,trial,digit,9l7l5c,1,timedOut,,200.19999992847443,199.5,200.19999992847443,200.19999992847443,199.5,200.19999992847443,1,0,0,,Time Limit,screen,0,screen,trial,,6,space,20,20,150,probe_selfreport,Eligible,Voucher
201,1753198061210,22/07/2025 15:27,1753201661210,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,55,trial,mask,y6xgix,2,response,space,72.79999995231628,66.70000000001164,72.79999995231628,72.79999995231628,66.70000000001164,72.79999995231628,1,0,0,space,Keyboard Response,response,3,object-75,trial,,6,space,20,20,150,probe_selfreport,Eligible,Voucher
202,1753198062239,22/07/2025 15:27,1753201662239,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,56,trial,digit,9l7l5c,1,timedOut,,202.09999990463257,199.79999999998836,202.09999990463257,202.09999990463257,199.79999999998836,202.09999990463257,1,0,0,,Time Limit,screen,0,screen,trial,,2,space,20,20,130,probe_selfreport,Eligible,Voucher
203,1753198062320,22/07/2025 15:27,1753201662320,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,56,trial,mask,y6xgix,2,response,space,82.80000000004657,66.40000000002328,82.80000000004657,82.80000000004657,66.40000000002328,82.80000000004657,1,0,0,space,Keyboard Response,response,3,object-75,trial,,2,space,20,20,130,probe_selfreport,Eligible,Voucher
204,1753198063294,22/07/2025 15:27,1753201663294,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,57,trial,digit,9l7l5c,1,response,space,158.5,149.79999999998836,158.5,158.5,149.79999999998836,158.5,1,0,0,space,Keyboard Response,response,3,object-176,trial,,9,space,20,20,130,probe_selfreport,Eligible,Voucher
205,1753198064237,22/07/2025 15:27,1753201664237,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,57,trial,mask,y6xgix,2,response,noresponse,899.1000000000058,899.1000000000058,899.1000000000058,899.1000000000058,899.1000000000058,899.1000000000058,1,0,0,,Time Limit,screen,0,screen,trial,,9,space,20,20,130,probe_selfreport,Eligible,Voucher
206,1753198064437,22/07/2025 15:27,1753201664437,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,58,trial,digit,9l7l5c,1,timedOut,,201.99999997616396,199.89999999999418,201.99999997616396,201.99999997616396,199.89999999999418,201.99999997616396,1,0,0,,Time Limit,screen,0,screen,trial,,1,space,20,20,140,probe_selfreport,Eligible,Voucher
207,1753198064807,22/07/2025 15:27,1753201664807,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,58,trial,mask,y6xgix,2,response,space,372.7999999046442,366.20000000001164,372.7999999046442,372.7999999046442,366.20000000001164,372.7999999046442,1,0,0,space,Keyboard Response,response,3,object-75,trial,,1,space,20,20,140,probe_selfreport,Eligible,Voucher
208,1753198065534,22/07/2025 15:27,1753201665534,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,59,trial,digit,9l7l5c,1,timedOut,,200.60000000000582,199.80000000001746,200.60000000000582,200.60000000000582,199.80000000001746,200.60000000000582,1,0,0,,Time Limit,screen,0,screen,trial,,4,space,20,20,90,probe_selfreport,Eligible,Voucher
209,1753198066435,22/07/2025 15:27,1753201666435,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,59,trial,mask,y6xgix,2,response,noresponse,899.0999999999767,899.0999999999767,899.0999999999767,899.0999999999767,899.0999999999767,899.0999999999767,1,0,0,,Time Limit,screen,0,screen,trial,,4,space,20,20,90,probe_selfreport,Eligible,Voucher
210,1753198066633,22/07/2025 15:27,1753201666633,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,60,trial,digit,9l7l5c,1,timedOut,,200.7999999046442,199.90000000002328,200.7999999046442,200.7999999046442,199.90000000002328,200.7999999046442,1,0,0,,Time Limit,screen,0,screen,trial,,5,space,20,20,160,probe_selfreport,Eligible,Voucher
211,1753198066697,22/07/2025 15:27,1753201666697,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,60,trial,mask,y6xgix,2,response,space,63.999999928462785,49.79999999998836,63.999999928462785,63.999999928462785,49.79999999998836,63.999999928462785,1,0,0,space,Keyboard Response,response,3,object-75,trial,,5,space,20,20,160,probe_selfreport,Eligible,Voucher
212,1753198067733,22/07/2025 15:27,1753201667733,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,61,trial,digit,9l7l5c,1,timedOut,,200.79999992848025,199.70000000001164,200.79999992848025,200.79999992848025,199.70000000001164,200.79999992848025,1,0,0,,Time Limit,screen,0,screen,trial,,7,space,20,20,100,probe_selfreport,Eligible,Voucher
213,1753198067815,22/07/2025 15:27,1753201667815,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,61,trial,mask,y6xgix,2,response,space,83.10000000000582,66.39999999999418,83.10000000000582,83.10000000000582,66.39999999999418,83.10000000000582,1,0,0,space,Keyboard Response,response,3,object-75,trial,,7,space,20,20,100,probe_selfreport,Eligible,Voucher
214,1753198068832,22/07/2025 15:27,1753201668832,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,62,trial,digit,9l7l5c,1,timedOut,,201.29999997615232,200,201.29999997615232,201.29999997615232,200,201.29999997615232,1,0,0,,Time Limit,screen,0,screen,trial,,8,space,20,20,100,probe_selfreport,Eligible,Voucher
215,1753198068879,22/07/2025 15:27,1753201668879,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,62,trial,mask,y6xgix,2,response,space,48.19999995231046,33.29999999998836,48.19999995231046,48.19999995231046,33.29999999998836,48.19999995231046,1,0,0,space,Keyboard Response,response,3,object-75,trial,,8,space,20,20,100,probe_selfreport,Eligible,Voucher
216,1753198069853,22/07/2025 15:27,1753201669853,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,63,trial,digit,9l7l5c,1,response,noresponse,123.09999997616978,116.60000000000582,123.09999997616978,123.09999997616978,116.60000000000582,123.09999997616978,1,0,0,space,Keyboard Response,response,3,object-176,trial,,3,noresponse,20,,110,probe_selfreport,Eligible,Voucher
217,1753198070628,22/07/2025 15:27,1753201670628,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,63,trial,mask,y6xgix,2,response,noresponse,698.4999999046267,682.6999999999825,698.4999999046267,698.4999999046267,682.6999999999825,698.4999999046267,1,0,0,space,Keyboard Response,response,3,object-75,trial,,3,noresponse,20,,110,probe_selfreport,Eligible,Voucher
218,1753198071029,22/07/2025 15:27,1753201671029,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,64,trial,digit,9l7l5c,1,timedOut,,200.6999999761465,199.89999999999418,200.6999999761465,200.6999999761465,199.89999999999418,200.6999999761465,1,0,0,,Time Limit,screen,0,screen,trial,,7,space,13,13,130,probe_selfreport,Eligible,Voucher
219,1753198071162,22/07/2025 15:27,1753201671162,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,64,trial,mask,y6xgix,2,response,space,133.19999995231046,116.60000000000582,133.19999995231046,133.19999995231046,116.60000000000582,133.19999995231046,1,0,0,space,Keyboard Response,response,3,object-75,trial,,7,space,13,13,130,probe_selfreport,Eligible,Voucher
220,1753198072128,22/07/2025 15:27,1753201672128,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,65,trial,digit,9l7l5c,1,timedOut,,200.70000000001164,199.70000000001164,200.70000000001164,200.70000000001164,199.70000000001164,200.70000000001164,1,0,0,,Time Limit,screen,0,screen,trial,,8,space,13,13,130,probe_selfreport,Eligible,Voucher
221,1753198072260,22/07/2025 15:27,1753201672260,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,65,trial,mask,y6xgix,2,response,space,132.5,116.60000000000582,132.5,132.5,116.60000000000582,132.5,1,0,0,space,Keyboard Response,response,3,object-75,trial,,8,space,13,13,130,probe_selfreport,Eligible,Voucher
222,1753198073227,22/07/2025 15:27,1753201673227,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,66,trial,digit,9l7l5c,1,timedOut,,200.89999990462093,199.89999999999418,200.89999990462093,200.89999990462093,199.89999999999418,200.89999990462093,1,0,0,,Time Limit,screen,0,screen,trial,,5,space,13,13,130,probe_selfreport,Eligible,Voucher
223,1753198073329,22/07/2025 15:27,1753201673329,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,66,trial,mask,y6xgix,2,response,space,102.69999995231046,99.89999999999418,102.69999995231046,102.69999995231046,99.89999999999418,102.69999995231046,1,0,0,space,Keyboard Response,response,3,object-75,trial,,5,space,13,13,130,probe_selfreport,Eligible,Voucher
224,1753198074326,22/07/2025 15:27,1753201674326,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,67,trial,digit,9l7l5c,1,timedOut,,200.99999990462675,200.10000000000582,200.99999990462675,200.99999990462675,200.10000000000582,200.99999990462675,1,0,0,,Time Limit,screen,0,screen,trial,,4,space,13,13,90,probe_selfreport,Eligible,Voucher
225,1753198074463,22/07/2025 15:27,1753201674463,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,67,trial,mask,y6xgix,2,response,space,137.6999999761465,133,137.6999999761465,137.6999999761465,133,137.6999999761465,1,0,0,space,Keyboard Response,response,3,object-75,trial,,4,space,13,13,90,probe_selfreport,Eligible,Voucher
226,1753198075383,22/07/2025 15:27,1753201675383,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,68,trial,digit,9l7l5c,1,response,space,158.5999999284686,150.19999999998254,158.5999999284686,158.5999999284686,150.19999999998254,158.5999999284686,1,0,0,space,Keyboard Response,response,3,object-176,trial,,9,space,13,13,100,probe_selfreport,Eligible,Voucher
227,1753198076324,22/07/2025 15:27,1753201676324,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,68,trial,mask,y6xgix,2,response,noresponse,899.3999999999942,899.3999999999942,899.3999999999942,899.3999999999942,899.3999999999942,899.3999999999942,1,0,0,,Time Limit,screen,0,screen,trial,,9,space,13,13,100,probe_selfreport,Eligible,Voucher
228,1753198076489,22/07/2025 15:27,1753201676489,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,69,trial,digit,9l7l5c,1,response,noresponse,165.69999995231046,149.79999999998836,165.69999995231046,165.69999995231046,149.79999999998836,165.69999995231046,1,0,0,space,Keyboard Response,response,3,object-176,trial,,3,noresponse,13,,140,probe_selfreport,Eligible,Voucher
229,1753198077423,22/07/2025 15:27,1753201677423,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,69,trial,mask,y6xgix,2,response,noresponse,899,899,899,899,899,899,1,0,0,,Time Limit,screen,0,screen,trial,,3,noresponse,13,,140,probe_selfreport,Eligible,Voucher
230,1753198077623,22/07/2025 15:27,1753201677623,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,70,trial,digit,9l7l5c,1,timedOut,,200.79999995231628,199.89999999999418,200.79999995231628,200.79999995231628,199.89999999999418,200.79999995231628,1,0,0,,Time Limit,screen,0,screen,trial,,6,space,13,13,120,probe_selfreport,Eligible,Voucher
231,1753198077745,22/07/2025 15:27,1753201677745,1,22/07/2025 17:27,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,70,trial,mask,y6xgix,2,response,space,122.60000000000582,116.60000000000582,122.60000000000582,122.60000000000582,116.60000000000582,122.60000000000582,1,0,0,space,Keyboard Response,response,3,object-75,trial,,6,space,13,13,120,probe_selfreport,Eligible,Voucher
