Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-3edb,checkpoint-sudm,branch-hm4e,branch-vf4a,Randomise questionnaire elements?,Question Key,Response
1,1721730580101,23/07/2024 10:29:40,1721730580033,1,23/07/2024 11:29:40,179131,14,questionnaire-ynix,,39143584,BLIND,11485637,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1429x680,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,BEGIN QUESTIONNAIRE,
2,1721730586642,23/07/2024 10:29:46,1721730586488,1,23/07/2024 11:29:46,179131,14,questionnaire-ynix,,39143584,BLIND,11485637,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1429x680,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent1,1
3,1721730586709,23/07/2024 10:29:46,1721730586489,1,23/07/2024 11:29:46,179131,14,questionnaire-ynix,,39143584,BLIND,11485637,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1429x680,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent2,1
4,1721730586709,23/07/2024 10:29:46,1721730586489,1,23/07/2024 11:29:46,179131,14,questionnaire-ynix,,39143584,BLIND,11485637,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1429x680,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent3,1
5,1721730586709,23/07/2024 10:29:46,1721730586489,1,23/07/2024 11:29:46,179131,14,questionnaire-ynix,,39143584,BLIND,11485637,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1429x680,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent4,1
6,1721730586709,23/07/2024 10:29:46,1721730586490,1,23/07/2024 11:29:46,179131,14,questionnaire-ynix,,39143584,BLIND,11485637,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1429x680,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent5,1
7,1721730586709,23/07/2024 10:29:46,1721730586490,1,23/07/2024 11:29:46,179131,14,questionnaire-ynix,,39143584,BLIND,11485637,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1429x680,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent6,1
8,1721730586709,23/07/2024 10:29:46,1721730586490,1,23/07/2024 11:29:46,179131,14,questionnaire-ynix,,39143584,BLIND,11485637,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1429x680,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent7,1
9,1721730586709,23/07/2024 10:29:46,1721730586490,1,23/07/2024 11:29:46,179131,14,questionnaire-ynix,,39143584,BLIND,11485637,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1429x680,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,END QUESTIONNAIRE,6457
1,1721241531188,17/07/2024 18:38:51,1721237903364,1,17/07/2024 18:38:23,179131,14,questionnaire-ynix,,39040515,BLIND,11448509,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1536x864,1494x715,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,BEGIN QUESTIONNAIRE,
2,1721241597344,17/07/2024 18:39:57,1721237969532,1,17/07/2024 18:39:29,179131,14,questionnaire-ynix,,39040515,BLIND,11448509,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1536x864,1477x715,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent1,1
3,1721241597396,17/07/2024 18:39:57,1721237969535,1,17/07/2024 18:39:29,179131,14,questionnaire-ynix,,39040515,BLIND,11448509,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1536x864,1477x715,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent2,1
4,1721241597396,17/07/2024 18:39:57,1721237969536,1,17/07/2024 18:39:29,179131,14,questionnaire-ynix,,39040515,BLIND,11448509,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1536x864,1477x715,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent3,1
5,1721241597396,17/07/2024 18:39:57,1721237969537,1,17/07/2024 18:39:29,179131,14,questionnaire-ynix,,39040515,BLIND,11448509,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1536x864,1477x715,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent4,1
6,1721241597396,17/07/2024 18:39:57,1721237969538,1,17/07/2024 18:39:29,179131,14,questionnaire-ynix,,39040515,BLIND,11448509,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1536x864,1477x715,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent5,1
7,1721241597396,17/07/2024 18:39:57,1721237969539,1,17/07/2024 18:39:29,179131,14,questionnaire-ynix,,39040515,BLIND,11448509,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1536x864,1477x715,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent6,1
8,1721241597396,17/07/2024 18:39:57,1721237969539,1,17/07/2024 18:39:29,179131,14,questionnaire-ynix,,39040515,BLIND,11448509,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1536x864,1477x715,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent7,1
9,1721241597396,17/07/2024 18:39:57,1721237969540,1,17/07/2024 18:39:29,179131,14,questionnaire-ynix,,39040515,BLIND,11448509,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1536x864,1477x715,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,END QUESTIONNAIRE,66176
1,1721161799472,16/07/2024 20:29:59,1721161799354,1,16/07/2024 21:29:59,179131,14,questionnaire-ynix,,39015532,BLIND,11441695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x763,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,BEGIN QUESTIONNAIRE,
2,1721161824036,16/07/2024 20:30:24,1721161823984,1,16/07/2024 21:30:23,179131,14,questionnaire-ynix,,39015532,BLIND,11441695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x763,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent1,1
3,1721161824186,16/07/2024 20:30:24,1721161823986,1,16/07/2024 21:30:23,179131,14,questionnaire-ynix,,39015532,BLIND,11441695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x763,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent2,1
4,1721161824186,16/07/2024 20:30:24,1721161823986,1,16/07/2024 21:30:23,179131,14,questionnaire-ynix,,39015532,BLIND,11441695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x763,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent3,1
5,1721161824186,16/07/2024 20:30:24,1721161823986,1,16/07/2024 21:30:23,179131,14,questionnaire-ynix,,39015532,BLIND,11441695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x763,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent4,1
6,1721161824186,16/07/2024 20:30:24,1721161823986,1,16/07/2024 21:30:23,179131,14,questionnaire-ynix,,39015532,BLIND,11441695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x763,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent5,1
7,1721161824186,16/07/2024 20:30:24,1721161823987,1,16/07/2024 21:30:23,179131,14,questionnaire-ynix,,39015532,BLIND,11441695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x763,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent6,1
8,1721161824186,16/07/2024 20:30:24,1721161823987,1,16/07/2024 21:30:23,179131,14,questionnaire-ynix,,39015532,BLIND,11441695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x763,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent7,1
9,1721161824186,16/07/2024 20:30:24,1721161823987,1,16/07/2024 21:30:23,179131,14,questionnaire-ynix,,39015532,BLIND,11441695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x763,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,END QUESTIONNAIRE,24633
END OF FILE
