Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instr_text,Spreadsheet: digit,Spreadsheet: correct,Spreadsheet: random_blocks,Spreadsheet: random_trials,Spreadsheet: size,randomiser-mq2e,branch-s3b7,branch-wcx7,branch-spxp
567,1755088893583,13/08/2025 12:41,1755092493583,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,231,trial,mask,y6xgix,2,response,space,185.88000000000466,180.55999999999767,185.88000000000466,185.88000000000466,180.55999999999767,185.88000000000466,1,0,0,space,Keyboard Response,response,3,object-75,trial,,8,space,19,19,170,probe_selfreport,Eligible,Voucher,Yes
568,1755088894504,13/08/2025 12:41,1755092494504,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,232,trial,digit,9l7l5c,1,timedOut,,203.09999999997672,201.39999999996508,203.09999999997672,203.09999999997672,201.39999999996508,203.09999999997672,1,0,0,,Time Limit,screen,0,screen,trial,,9,space,19,19,140,probe_selfreport,Eligible,Voucher,Yes
569,1755088894631,13/08/2025 12:41,1755092494631,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,232,trial,mask,y6xgix,2,response,space,128.70000000001164,125,128.70000000001164,128.70000000001164,125,128.70000000001164,1,0,0,space,Keyboard Response,response,3,object-75,trial,,9,space,19,19,140,probe_selfreport,Eligible,Voucher,Yes
570,1755088895608,13/08/2025 12:41,1755092495608,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,233,trial,digit,9l7l5c,1,timedOut,,202.9199999999837,201.39999999996508,202.9199999999837,202.9199999999837,201.39999999996508,202.9199999999837,1,0,0,,Time Limit,screen,0,screen,trial,,3,noresponse,19,,120,probe_selfreport,Eligible,Voucher,Yes
571,1755088896511,13/08/2025 12:41,1755092496511,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,233,trial,mask,y6xgix,2,response,noresponse,902.7800000000279,902.7800000000279,902.7800000000279,902.7800000000279,902.7800000000279,902.7800000000279,1,0,0,,Time Limit,screen,0,screen,trial,,3,noresponse,19,,120,probe_selfreport,Eligible,Voucher,Yes
572,1755088896712,13/08/2025 12:41,1755092496712,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,234,trial,digit,9l7l5c,1,timedOut,,202.7399999999907,201.38000000000466,202.7399999999907,202.7399999999907,201.38000000000466,202.7399999999907,1,0,0,,Time Limit,screen,0,screen,trial,,2,space,19,19,130,probe_selfreport,Eligible,Voucher,Yes
573,1755088896951,13/08/2025 12:41,1755092496951,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,234,trial,mask,y6xgix,2,response,space,240.35999999998603,236.11999999999534,240.35999999998603,240.35999999998603,236.11999999999534,240.35999999998603,1,0,0,space,Keyboard Response,response,3,object-75,trial,,2,space,19,19,130,probe_selfreport,Eligible,Voucher,Yes
574,1755088897816,13/08/2025 12:41,1755092497816,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,235,trial,digit,9l7l5c,1,timedOut,,202.55999999999767,201.38000000000466,202.55999999999767,202.55999999999767,201.38000000000466,202.55999999999767,1,0,0,,Time Limit,screen,0,screen,trial,,6,space,27,27,100,probe_selfreport,Eligible,Voucher,Yes
575,1755088897949,13/08/2025 12:41,1755092497949,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,235,trial,mask,y6xgix,2,response,space,133.17999999999302,131.96000000002095,133.17999999999302,133.17999999999302,131.96000000002095,133.17999999999302,1,0,0,space,Keyboard Response,response,3,object-75,trial,,6,space,27,27,100,probe_selfreport,Eligible,Voucher,Yes
576,1755088898921,13/08/2025 12:41,1755092498921,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,236,trial,digit,9l7l5c,1,timedOut,,203.40000000002328,201.40000000002328,203.40000000002328,203.40000000002328,201.40000000002328,203.40000000002328,1,0,0,,Time Limit,screen,0,screen,trial,,9,space,27,27,120,probe_selfreport,Eligible,Voucher,Yes
577,1755088899035,13/08/2025 12:41,1755092499035,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,236,trial,mask,y6xgix,2,response,space,116,111.11999999999534,116,116,111.11999999999534,116,1,0,0,space,Keyboard Response,response,3,object-75,trial,,9,space,27,27,120,probe_selfreport,Eligible,Voucher,Yes
578,1755088900025,13/08/2025 12:41,1755092500025,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,237,trial,digit,9l7l5c,1,timedOut,,203.21999999997206,201.39999999996508,203.21999999997206,203.21999999997206,201.39999999996508,203.21999999997206,1,0,0,,Time Limit,screen,0,screen,trial,,2,space,27,27,160,probe_selfreport,Eligible,Voucher,Yes
579,1755088900099,13/08/2025 12:41,1755092500099,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,237,trial,mask,y6xgix,2,response,space,75.82000000000698,69.44000000000233,75.82000000000698,75.82000000000698,69.44000000000233,75.82000000000698,1,0,0,space,Keyboard Response,response,3,object-75,trial,,2,space,27,27,160,probe_selfreport,Eligible,Voucher,Yes
580,1755088901129,13/08/2025 12:41,1755092501129,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,238,trial,digit,9l7l5c,1,timedOut,,204.03999999997905,201.39999999996508,204.03999999997905,204.03999999997905,201.39999999996508,204.03999999997905,1,0,0,,Time Limit,screen,0,screen,trial,,1,space,27,27,100,probe_selfreport,Eligible,Voucher,Yes
581,1755088901219,13/08/2025 12:41,1755092501219,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,238,trial,mask,y6xgix,2,response,space,90.26000000000931,83.32000000000698,90.26000000000931,90.26000000000931,83.32000000000698,90.26000000000931,1,0,0,space,Keyboard Response,response,3,object-75,trial,,1,space,27,27,100,probe_selfreport,Eligible,Voucher,Yes
582,1755088902233,13/08/2025 12:41,1755092502233,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,239,trial,digit,9l7l5c,1,timedOut,,203.85999999998603,201.38000000000466,203.85999999998603,203.85999999998603,201.38000000000466,203.85999999998603,1,0,0,,Time Limit,screen,0,screen,trial,,8,space,27,27,170,probe_selfreport,Eligible,Voucher,Yes
583,1755088902374,13/08/2025 12:41,1755092502374,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,239,trial,mask,y6xgix,2,response,space,143.47999999998137,138.89999999996508,143.47999999998137,143.47999999998137,138.89999999996508,143.47999999998137,1,0,0,space,Keyboard Response,response,3,object-75,trial,,8,space,27,27,170,probe_selfreport,Eligible,Voucher,Yes
584,1755088903337,13/08/2025 12:41,1755092503337,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,240,trial,digit,9l7l5c,1,timedOut,,202.67999999999302,201.38000000000466,202.67999999999302,202.67999999999302,201.38000000000466,202.67999999999302,1,0,0,,Time Limit,screen,0,screen,trial,,4,space,27,27,140,probe_selfreport,Eligible,Voucher,Yes
585,1755088903474,13/08/2025 12:41,1755092503474,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,240,trial,mask,y6xgix,2,response,space,138.88000000000466,131.94000000000233,138.88000000000466,138.88000000000466,131.94000000000233,138.88000000000466,1,0,0,space,Keyboard Response,response,3,object-75,trial,,4,space,27,27,140,probe_selfreport,Eligible,Voucher,Yes
586,1755088904441,13/08/2025 12:41,1755092504441,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,241,trial,digit,9l7l5c,1,timedOut,,203.52000000001863,201.40000000002328,203.52000000001863,203.52000000001863,201.40000000002328,203.52000000001863,1,0,0,,Time Limit,screen,0,screen,trial,,5,space,27,27,90,probe_selfreport,Eligible,Voucher,Yes
587,1755088904574,13/08/2025 12:41,1755092504574,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,241,trial,mask,y6xgix,2,response,space,135.11999999999534,131.94000000000233,135.11999999999534,135.11999999999534,131.94000000000233,135.11999999999534,1,0,0,space,Keyboard Response,response,3,object-75,trial,,5,space,27,27,90,probe_selfreport,Eligible,Voucher,Yes
588,1755088905546,13/08/2025 12:41,1755092505546,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,242,trial,digit,9l7l5c,1,timedOut,,203.3400000000256,201.40000000002328,203.3400000000256,203.3400000000256,201.40000000002328,203.3400000000256,1,0,0,,Time Limit,screen,0,screen,trial,,3,noresponse,27,,140,probe_selfreport,Eligible,Voucher,Yes
589,1755088906449,13/08/2025 12:41,1755092506449,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,242,trial,mask,y6xgix,2,response,noresponse,902.7800000000279,902.7800000000279,902.7800000000279,902.7800000000279,902.7800000000279,902.7800000000279,1,0,0,,Time Limit,screen,0,screen,trial,,3,noresponse,27,,140,probe_selfreport,Eligible,Voucher,Yes
590,1755088906650,13/08/2025 12:41,1755092506650,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,243,trial,digit,9l7l5c,1,timedOut,,203.1599999999744,201.37999999994645,203.1599999999744,203.1599999999744,201.37999999994645,203.1599999999744,1,0,0,,Time Limit,screen,0,screen,trial,,7,space,27,27,110,probe_selfreport,Eligible,Voucher,Yes
591,1755088906961,13/08/2025 12:41,1755092506961,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,243,trial,mask,y6xgix,2,response,space,312.5000000000582,305.5600000000559,312.5000000000582,312.5000000000582,305.5600000000559,312.5000000000582,1,0,0,space,Keyboard Response,response,3,object-75,trial,,7,space,27,27,110,probe_selfreport,Eligible,Voucher,Yes
592,1755088909202,13/08/2025 12:41,1755092509202,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,12,probe,screen1,zdzjkm,1,response,,1650.9799999999814,1645.8399999999674,1650.9799999999814,1650.9799999999814,1645.8399999999674,1650.9799999999814,1,0,0,space out,Click Response,resp_spaceOut,3,object-134,probe,,,,,,,probe_selfreport,Eligible,Voucher,Yes
593,1755088914199,13/08/2025 12:41,1755092514199,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,12,probe,ready,gcqbye,2,timedOut,,5002.140000000014,5000.040000000037,5002.140000000014,5002.140000000014,5000.040000000037,5002.140000000014,1,0,0,,Time Limit,screen,0,screen,probe,,,,,,,probe_selfreport,Eligible,Voucher,Yes
594,1755088914400,13/08/2025 12:41,1755092514400,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,244,trial,digit,9l7l5c,1,timedOut,,204.09999999997672,201.39999999996508,204.09999999997672,204.09999999997672,201.39999999996508,204.09999999997672,1,0,0,,Time Limit,screen,0,screen,trial,,1,space,16,16,160,probe_selfreport,Eligible,Voucher,Yes
595,1755088914623,13/08/2025 12:41,1755092514623,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,244,trial,mask,y6xgix,2,response,space,224.70000000001164,222.22000000003027,224.70000000001164,224.70000000001164,222.22000000003027,224.70000000001164,1,0,0,space,Keyboard Response,response,3,object-75,trial,,1,space,16,16,160,probe_selfreport,Eligible,Voucher,Yes
596,1755088915504,13/08/2025 12:41,1755092515504,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,245,trial,digit,9l7l5c,1,timedOut,,203.9199999999837,201.38000000000466,203.9199999999837,203.9199999999837,201.38000000000466,203.9199999999837,1,0,0,,Time Limit,screen,0,screen,trial,,4,space,16,16,110,probe_selfreport,Eligible,Voucher,Yes
597,1755088915644,13/08/2025 12:41,1755092515644,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,245,trial,mask,y6xgix,2,response,space,141.53999999997905,138.89999999996508,141.53999999997905,141.53999999997905,138.89999999996508,141.53999999997905,1,0,0,space,Keyboard Response,response,3,object-75,trial,,4,space,16,16,110,probe_selfreport,Eligible,Voucher,Yes
598,1755088916609,13/08/2025 12:41,1755092516609,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,246,trial,digit,9l7l5c,1,timedOut,,203.7399999999907,201.38000000000466,203.7399999999907,203.7399999999907,201.38000000000466,203.7399999999907,1,0,0,,Time Limit,screen,0,screen,trial,,2,space,16,16,170,probe_selfreport,Eligible,Voucher,Yes
599,1755088916669,13/08/2025 12:41,1755092516669,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,246,trial,mask,y6xgix,2,response,space,62.35999999998603,55.55999999999767,62.35999999998603,62.35999999998603,55.55999999999767,62.35999999998603,1,0,0,space,Keyboard Response,response,3,object-75,trial,,2,space,16,16,170,probe_selfreport,Eligible,Voucher,Yes
600,1755088917713,13/08/2025 12:41,1755092517713,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,247,trial,digit,9l7l5c,1,timedOut,,203.5800000000163,201.40000000002328,203.5800000000163,203.5800000000163,201.40000000002328,203.5800000000163,1,0,0,,Time Limit,screen,0,screen,trial,,6,space,16,16,140,probe_selfreport,Eligible,Voucher,Yes
601,1755088917825,13/08/2025 12:41,1755092517825,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,247,trial,mask,y6xgix,2,response,space,114.17999999999302,111.09999999997672,114.17999999999302,114.17999999999302,111.09999999997672,114.17999999999302,1,0,0,space,Keyboard Response,response,3,object-75,trial,,6,space,16,16,140,probe_selfreport,Eligible,Voucher,Yes
602,1755088918817,13/08/2025 12:41,1755092518817,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,248,trial,digit,9l7l5c,1,timedOut,,203.40000000002328,201.40000000002328,203.40000000002328,203.40000000002328,201.40000000002328,203.40000000002328,1,0,0,,Time Limit,screen,0,screen,trial,,9,space,16,16,110,probe_selfreport,Eligible,Voucher,Yes
603,1755088918994,13/08/2025 12:41,1755092518994,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,248,trial,mask,y6xgix,2,response,space,180,173.59999999997672,180,180,173.59999999997672,180,1,0,0,space,Keyboard Response,response,3,object-75,trial,,9,space,16,16,110,probe_selfreport,Eligible,Voucher,Yes
604,1755088919922,13/08/2025 12:41,1755092519922,1,13/08/2025 14:41,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,249,trial,digit,9l7l5c,1,timedOut,,203.21999999997206,201.37999999994645,203.21999999997206,203.21999999997206,201.37999999994645,203.21999999997206,1,0,0,,Time Limit,screen,0,screen,trial,,5,space,16,16,90,probe_selfreport,Eligible,Voucher,Yes
605,1755088920027,13/08/2025 12:42,1755092520027,1,13/08/2025 14:42,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,249,trial,mask,y6xgix,2,response,space,107.84000000002561,104.18000000005122,107.84000000002561,107.84000000002561,104.18000000005122,107.84000000002561,1,0,0,space,Keyboard Response,response,3,object-75,trial,,5,space,16,16,90,probe_selfreport,Eligible,Voucher,Yes
606,1755088921025,13/08/2025 12:42,1755092521025,1,13/08/2025 14:42,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,250,trial,digit,9l7l5c,1,timedOut,,203.03999999997905,201.38000000000466,203.03999999997905,203.03999999997905,201.38000000000466,203.03999999997905,1,0,0,,Time Limit,screen,0,screen,trial,,7,space,16,16,170,probe_selfreport,Eligible,Voucher,Yes
607,1755088921119,13/08/2025 12:42,1755092521119,1,13/08/2025 14:42,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,250,trial,mask,y6xgix,2,response,space,95.65999999997439,90.27999999996973,95.65999999997439,95.65999999997439,90.27999999996973,95.65999999997439,1,0,0,space,Keyboard Response,response,3,object-75,trial,,7,space,16,16,170,probe_selfreport,Eligible,Voucher,Yes
608,1755088922130,13/08/2025 12:42,1755092522130,1,13/08/2025 14:42,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,251,trial,digit,9l7l5c,1,timedOut,,202.88000000000466,201.40000000002328,202.88000000000466,202.88000000000466,201.40000000002328,202.88000000000466,1,0,0,,Time Limit,screen,0,screen,trial,,8,space,16,16,90,probe_selfreport,Eligible,Voucher,Yes
609,1755088922214,13/08/2025 12:42,1755092522214,1,13/08/2025 14:42,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,251,trial,mask,y6xgix,2,response,space,86.47999999998137,83.3399999999674,86.47999999998137,86.47999999998137,83.3399999999674,86.47999999998137,1,0,0,space,Keyboard Response,response,3,object-75,trial,,8,space,16,16,90,probe_selfreport,Eligible,Voucher,Yes
610,1755088923234,13/08/2025 12:42,1755092523234,1,13/08/2025 14:42,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,252,trial,digit,9l7l5c,1,timedOut,,202.70000000001164,201.40000000002328,202.70000000001164,202.70000000001164,201.40000000002328,202.70000000001164,1,0,0,,Time Limit,screen,0,screen,trial,,3,noresponse,16,,170,probe_selfreport,Eligible,Voucher,Yes
611,1755088924137,13/08/2025 12:42,1755092524137,1,13/08/2025 14:42,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,252,trial,mask,y6xgix,2,response,noresponse,902.7799999999697,902.7799999999697,902.7799999999697,902.7799999999697,902.7799999999697,902.7799999999697,1,0,0,,Time Limit,screen,0,screen,trial,,3,noresponse,16,,170,probe_selfreport,Eligible,Voucher,Yes
612,1755088924338,13/08/2025 12:42,1755092524338,1,13/08/2025 14:42,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,253,trial,digit,9l7l5c,1,timedOut,,202.52000000001863,201.40000000002328,202.52000000001863,202.52000000001863,201.40000000002328,202.52000000001863,1,0,0,,Time Limit,screen,0,screen,trial,,6,space,13,13,130,probe_selfreport,Eligible,Voucher,Yes
613,1755088924508,13/08/2025 12:42,1755092524508,1,13/08/2025 14:42,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,253,trial,mask,y6xgix,2,response,space,172.11999999999534,166.6599999999744,172.11999999999534,172.11999999999534,166.6599999999744,172.11999999999534,1,0,0,space,Keyboard Response,response,3,object-75,trial,,6,space,13,13,130,probe_selfreport,Eligible,Voucher,Yes
614,1755088925442,13/08/2025 12:42,1755092525442,1,13/08/2025 14:42,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,254,trial,digit,9l7l5c,1,timedOut,,203.3400000000256,201.38000000000466,203.3400000000256,203.3400000000256,201.38000000000466,203.3400000000256,1,0,0,,Time Limit,screen,0,screen,trial,,2,space,13,13,90,probe_selfreport,Eligible,Voucher,Yes
615,1755088925573,13/08/2025 12:42,1755092525573,1,13/08/2025 14:42,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,254,trial,mask,y6xgix,2,response,space,131.94000000000233,125,131.94000000000233,131.94000000000233,125,131.94000000000233,1,0,0,space,Keyboard Response,response,3,object-75,trial,,2,space,13,13,90,probe_selfreport,Eligible,Voucher,Yes
